Date,Open,High,Low,Close,Adj Close,Volume
7/27/2000,19.791668,20.104168,19.666668,20.020832,13.038124,14234400
7/28/2000,19.9375,19.979168,19.083332,19.5625,12.73965,15742800
7/31/2000,19.625,19.625,18.083332,18.416668,11.993451,22602900
8/1/2000,18,18.3125,17.666668,18.166668,11.830637,27165900
8/2/2000,18.166668,18.354168,17.9375,18.020832,11.735673,20204400
8/3/2000,18.833332,18.833332,17.8125,17.958332,11.694965,24687300
8/4/2000,18.020832,18.020832,17.583332,17.645832,11.491456,17527200
8/7/2000,17.708332,18.645832,17.666668,18.375,11.966312,16815600
8/8/2000,18.8125,19.208332,18.354168,19.208332,12.509004,17579400
8/9/2000,18.020832,18.25,17.645832,17.875,11.640698,53252100
8/10/2000,17.708332,17.75,16.895832,17,11.070879,37141800
8/11/2000,17.145832,17.458332,17.041668,17.375,11.315084,22602300
8/14/2000,17.416668,17.6875,17.375,17.625,11.477894,18098400
8/15/2000,17.291668,17.520832,17.083332,17.1875,11.192983,23859000
8/16/2000,16.916668,16.958332,16.25,16.645832,10.840235,41433000
8/17/2000,16.520832,16.8125,16.208332,16.666668,10.853802,20399400
8/18/2000,16.5625,16.958332,16.520832,16.958332,11.04374,22047900
8/21/2000,16.416668,16.583332,15.708333,16.333332,10.636722,42446100
8/22/2000,16.333332,16.666668,16.1875,16.375,10.663856,22832700
8/23/2000,16.583332,16.729168,16.354168,16.375,10.663856,20627100
8/24/2000,16.583332,16.708332,16.333332,16.479168,10.731695,14901900
8/25/2000,16.541668,16.833332,16.416668,16.833332,10.962334,14631300
8/28/2000,16.6875,16.875,16.208332,16.5,10.745265,21009600
8/29/2000,16.5,16.645832,16.291668,16.479168,10.731695,16995300
8/30/2000,16.291668,16.333332,16,16.145832,10.514616,24466500
8/31/2000,16.104168,16.25,15.708333,15.875,10.338242,36708600
9/1/2000,15.854167,16.375,15.791667,16.25,10.582454,22984500
9/5/2000,16.3125,16.729168,16.270832,16.583332,10.799528,24093000
9/6/2000,16.75,17.041668,16.625,16.666668,10.853802,24931200
9/7/2000,17.0625,17.354168,16.833332,17,11.070879,25201800
9/8/2000,17.166668,17.541668,17,17.375,11.315084,22141800
9/11/2000,17.583332,18.25,17.5625,18.125,11.803501,29533800
9/12/2000,17.854168,18.208332,17.645832,18,11.722105,19053300
9/13/2000,18.083332,18.145832,17.666668,17.958332,11.707976,14944800
9/14/2000,17.875,17.875,17.291668,17.5,11.409166,14134800
9/15/2000,17.4375,17.645832,17.145832,17.333332,11.300505,24327300
9/18/2000,17,17.5625,16.875,17.041668,11.110356,15634800
9/19/2000,16.875,16.958332,16.416668,16.625,10.838704,25721100
9/20/2000,16.645832,16.666668,16.020832,16.166668,10.539896,29648100
9/21/2000,16.229168,17.125,16.208332,16.666668,10.865873,25936500
9/22/2000,17.3125,17.3125,16.520832,16.833332,10.974532,20178900
9/25/2000,16.875,16.895832,16.3125,16.333332,10.648552,16398000
9/26/2000,16.479168,16.479168,15.625,15.791667,10.295414,28227300
9/27/2000,15.875,16.125,15.708333,16.041668,10.458402,22748400
9/28/2000,16.145832,16.625,16,16.1875,10.553474,24413400
9/29/2000,16.166668,16.5,16,16.041668,10.458402,22598700
10/2/2000,16.0625,16.208332,15.145833,15.416667,10.050934,33523800
10/3/2000,15.395833,15.458333,14.708333,15.270833,9.955855,49645200
10/4/2000,15.229167,15.958333,15.166667,15.375,10.023767,33255600
10/5/2000,15.458333,15.583333,15.25,15.354167,10.010187,26197500
10/6/2000,15.291667,15.291667,14.875,15.166667,9.887942,33481500
10/9/2000,15.229167,15.479167,15.041667,15.041667,9.806451,18101400
10/10/2000,15.3125,15.5625,15.125,15.458333,10.078096,20049600
10/11/2000,15.375,15.458333,14.958333,15.104167,9.847195,25172700
10/12/2000,14,14.895833,13.8125,14.708333,9.589135,58319700
10/13/2000,14.541667,15.041667,14.541667,15,9.779288,28074600
10/16/2000,15.083333,15.895833,15.0625,15.770833,10.281833,21294900
10/17/2000,15.854167,15.979167,15.229167,15.333333,9.996604,18806700
10/18/2000,15.3125,15.666667,14.958333,15.583333,10.159591,18445200
10/19/2000,15.520833,15.979167,15.375,15.9375,10.390489,18908700
10/20/2000,15.625,15.770833,15.354167,15.520833,10.11884,21459600
10/23/2000,15.520833,15.9375,15.1875,15.770833,10.281833,18093900
10/24/2000,15.854167,16.166668,15.75,16.125,10.512731,17741400
10/25/2000,16.145832,16.145832,15.208333,15.3125,9.983021,25172100
10/26/2000,15.291667,15.3125,14.458333,14.479167,9.43973,44886300
10/27/2000,14.479167,14.708333,14.416667,14.416667,9.398979,37664400
10/30/2000,14.458333,14.645833,14.375,14.583333,9.507638,39616800
10/31/2000,14.729167,15.270833,14.666667,15.125,9.86078,44089800
11/1/2000,15.5,16.020832,15.375,15.5625,10.146008,69816600
11/2/2000,15.333333,16.666668,15.166667,16.145832,10.52631,62551500
11/3/2000,16.145832,16.375,15.604167,15.791667,10.295414,24775500
11/6/2000,16.104168,16.458332,15.6875,16.333332,10.648552,21829500
11/7/2000,16.333332,16.666668,16,16.3125,10.634974,21412500
11/8/2000,16.333332,16.958332,16.208332,16.25,10.594227,22868700
11/9/2000,16.020832,16.041668,15.395833,15.708333,10.241082,24182400
11/10/2000,15,15,14.395833,14.5625,9.49406,44743800
11/13/2000,14.333333,15.145833,14.1875,15.104167,9.847195,32979000
11/14/2000,15.75,16.145832,15.583333,15.625,10.186758,25599600
11/15/2000,15.541667,16.458332,15.458333,16.333332,10.648552,25938600
11/16/2000,16.25,16.395832,16.041668,16.083332,10.485565,16589100
11/17/2000,16.166668,16.520832,15.875,16.1875,10.553474,18420600
11/20/2000,16.208332,16.208332,15.854167,15.958333,10.404072,13137300
11/21/2000,16.041668,16.166668,15.5,15.708333,10.241082,13167000
11/22/2000,15.729167,15.770833,15.291667,15.291667,9.969435,14837700
11/24/2000,15.3125,15.395833,14.895833,15.0625,9.820031,10447500
11/27/2000,15.645833,16.604168,15.625,16.4375,10.716467,31951200
11/28/2000,16.25,16.958332,16.020832,16.333332,10.648552,29361300
11/29/2000,16.416668,17.291668,16.395832,17.291668,11.27334,29709000
11/30/2000,17.166668,17.395832,16.791668,17.395832,11.341253,34821300
12/1/2000,17.541668,17.583332,16.895832,17.0625,11.123935,32171100
12/4/2000,16.979168,17.9375,16.791668,17.9375,11.694394,40212300
12/5/2000,17.9375,18.4375,17.75,18.416668,12.00679,31141800
12/6/2000,18.208332,18.625,17.770832,18.270832,11.911706,32109300
12/7/2000,18.354168,18.645832,18.1875,18.333332,11.952456,22938600
12/8/2000,18.354168,18.458332,17.916668,18.145832,11.830213,20631000
12/11/2000,17.875,17.9375,16.9375,17.125,11.164682,34788300
12/12/2000,16.833332,17.375,16.604168,17.291668,11.27334,25034400
12/13/2000,17.3125,17.583332,16.6875,16.770832,10.933781,19675500
12/14/2000,16.770832,17.104168,16.645832,17.020832,11.096773,21738600
12/15/2000,16.5,16.958332,16.5,16.625,10.838704,39428100
12/18/2000,16.833332,17.0625,16.395832,16.854168,10.988113,20894400
12/19/2000,16.875,17.083332,15.875,16,10.431236,27385500
12/20/2000,16,16.583332,15.645833,16.3125,10.648281,24849600
12/21/2000,16.5,17.416668,16.4375,17.25,11.26025,28140600
12/22/2000,17.25,17.583332,16.958332,17.5,11.423449,22452600
12/26/2000,17.416668,17.5,16.333332,16.875,11.015465,18063000
12/27/2000,16.895832,17.8125,16.729168,17.520832,11.437044,24672900
12/28/2000,17.5,18,17.5,17.645832,11.518635,12288900
12/29/2000,17.5625,18.333332,17.5625,17.708332,11.559439,19746900
1/2/2001,17.708332,18.354168,17.5625,17.958332,11.722631,26440800
1/3/2001,17.833332,19.583332,17.645832,19.479168,12.715386,59871300
1/4/2001,19,19.395832,18.625,18.729168,12.225809,41436900
1/5/2001,19.041668,19.041668,17.75,17.979168,11.736231,29427600
1/8/2001,17.666668,18.270832,17.625,17.979168,11.736231,25326300
1/9/2001,17.833332,18.25,17.5,17.583332,11.477845,21632400
1/10/2001,16.979168,17.354168,16.833332,17.229168,11.246656,29944200
1/11/2001,17.3125,17.666668,16.9375,17.3125,11.301052,20107200
1/12/2001,17.333332,17.916668,17.208332,17.645832,11.518635,21966000
1/16/2001,17.8125,18.270832,17.729168,18.229168,11.899421,24994800
1/17/2001,18.1875,18.208332,17.854168,17.979168,11.736231,23444100
1/18/2001,17.8125,18.166668,17.645832,17.6875,11.545837,20633700
1/19/2001,17.354168,17.5625,16.8125,16.9375,11.056261,26889900
1/22/2001,17.395832,17.895832,17.333332,17.520832,11.437044,23417100
1/23/2001,17.666668,17.979168,17.520832,17.791668,11.613832,14753400
1/24/2001,17.8125,17.875,17.4375,17.833332,11.641034,23368200
1/25/2001,17.979168,18.708332,17.645832,18,11.749834,27171000
1/26/2001,18.3125,18.3125,17.6875,17.875,11.668237,15692700
1/29/2001,17.9,18.216667,17.9,18.066668,11.793347,15342600
1/30/2001,18.07,18.083332,17.719999,17.923332,11.699781,15372600
1/31/2001,18.066668,19,18.013332,18.933332,12.359078,32544300
2/1/2001,18.933332,18.933332,18.156668,18.566668,12.11974,31155900
2/2/2001,18.656668,18.66,18.049999,18.253332,11.915197,15195000
2/5/2001,18.333332,18.406668,17.766666,17.946667,11.715014,16812600
2/6/2001,17.799999,18.163334,17.616667,17.733334,11.575758,16182000
2/7/2001,17.736668,18.233334,17.733334,18.219999,11.893434,14785200
2/8/2001,18.183332,18.266666,17.186666,17.433332,11.379928,23903400
2/9/2001,17.436666,17.783333,16.743334,16.799999,10.966506,23734200
2/12/2001,17,17.826668,16.986668,17.816668,11.630157,21862500
2/13/2001,17.683332,18.156668,17.343332,18.033333,11.771587,22269600
2/14/2001,18.116667,18.116667,17.666668,17.666668,11.532237,15285000
2/15/2001,17.783333,17.816668,17.216667,17.333332,11.314649,22909800
2/16/2001,17.266666,17.766666,17.186666,17.453333,11.392982,19978200
2/20/2001,17.4,18.096666,17.333332,17.799999,11.619275,28009500
2/21/2001,17.516666,17.653334,16.683332,16.736668,10.925164,24492600
2/22/2001,17,17,16.316668,16.566668,10.814196,27462900
2/23/2001,16.666668,16.933332,16.016666,16.76,10.940397,24244800
2/26/2001,16.976667,17.123333,16.816668,17.023333,11.11229,18180600
2/27/2001,17.200001,17.283333,16.506666,16.996668,11.094889,21142200
2/28/2001,17.08,17.1,16.346666,16.696667,10.899055,23244600
3/1/2001,16.416668,16.623333,16,16.113333,10.518275,26078400
3/2/2001,15.996667,16.563334,15.833333,16.306667,10.644477,19417200
3/5/2001,16.313334,16.513332,16,16.123333,10.524801,13704300
3/6/2001,16.5,16.653334,16.299999,16.516666,10.781554,15290400
3/7/2001,16.683332,16.983334,16.639999,16.9,11.031787,16259700
3/8/2001,17.299999,17.299999,16.926666,17.216667,11.238489,18103200
3/9/2001,17.266666,17.266666,16.700001,16.926666,11.049193,16699500
3/12/2001,16.75,16.75,16.033333,16.103333,10.511745,17220600
3/13/2001,16.333332,16.433332,15.67,16.266666,10.618366,23877300
3/14/2001,15.7,15.99,15.51,15.733333,10.270219,25646700
3/15/2001,15.783333,16.163334,15.52,15.95,10.411654,22529100
3/16/2001,15.95,15.95,15.52,15.643333,10.211476,41579400
3/19/2001,15.663333,15.9,15.566667,15.793333,10.309383,17567400
3/20/2001,15.786667,16.493334,15.786667,15.96,10.41818,30106800
3/21/2001,15.933333,16.59,15.76,16.103333,10.527134,24980700
3/22/2001,15.75,15.8,15.303333,15.636667,10.222068,35741700
3/23/2001,15.283333,15.97,15.066667,15.856667,10.365882,24846000
3/26/2001,16.299999,16.6,16.1,16.533333,10.808238,20525400
3/27/2001,16.533333,16.799999,16.383333,16.763332,10.958591,29354400
3/28/2001,16.666668,16.709999,16.1,16.553333,10.821314,20627700
3/29/2001,16.616667,16.883333,16.139999,16.873333,11.030501,23262000
3/30/2001,17.033333,17.08,16.5,16.833332,11.004354,24925200
4/2/2001,16.666668,16.993334,16.5,16.879999,11.03486,22313700
4/3/2001,16.950001,17,16.256666,16.396667,10.718896,26076300
4/4/2001,16.24,16.799999,16.233334,16.623333,10.867071,23886300
4/5/2001,16.85,16.896667,16.67,16.846666,11.013069,23370000
4/6/2001,16.666668,17.106667,16.503332,17.08,11.165606,22903200
4/9/2001,17.183332,17.263332,16.6,16.766666,10.960772,21861900
4/10/2001,17.049999,17.213333,16.923332,16.946667,11.078438,20959500
4/11/2001,16.700001,16.9,16.42,16.743334,10.945524,20850900
4/12/2001,16.25,16.566668,15.803333,16.566668,10.830029,29618400
4/16/2001,16.566668,16.74,16.236668,16.35,10.688387,20263500
4/17/2001,16.303333,16.48,16.17,16.413334,10.729791,19352400
4/18/2001,16.65,17.646667,16.543333,17.576668,11.490293,38990700
4/19/2001,17.243334,17.573334,17.233334,17.5,11.440166,21129000
4/20/2001,17.496668,17.5,17.133333,17.236668,11.268023,21800700
4/23/2001,17.35,17.566668,17.216667,17.346666,11.33993,16448400
4/24/2001,16.916668,17.030001,16.683332,16.700001,10.917192,24526500
4/25/2001,17.033333,17.033333,16.676666,16.889999,11.041396,16225200
4/26/2001,17,17.200001,16.85,17.08,11.165606,15568200
4/27/2001,17.366667,17.733334,17.299999,17.610001,11.512079,23292600
4/30/2001,17.766666,17.766666,17.073334,17.246668,11.274559,19793400
5/1/2001,17.24,17.85,17.133333,17.833332,11.658076,22857000
5/2/2001,17.816668,17.816668,17.426666,17.693333,11.566552,23069400
5/3/2001,17.433332,17.816668,17.343332,17.700001,11.570913,22772100
5/4/2001,17.433332,17.9,17.336666,17.673332,11.553483,22336200
5/7/2001,17.466667,17.646667,17.283333,17.35,11.342111,14151000
5/8/2001,17.25,17.33,17.046667,17.326668,11.326855,13312800
5/9/2001,17.35,17.4,17.1,17.196667,11.241872,16332900
5/10/2001,17.766666,17.9,17.736668,17.806667,11.640647,24645600
5/11/2001,17.99,18.153334,17.783333,18.033333,11.788818,19588800
5/14/2001,18.033333,18.25,17.946667,18.116667,11.843299,14400900
5/15/2001,18.116667,18.116667,17.333332,17.333332,11.331215,40235100
5/16/2001,17.066668,17.373333,17,17.216667,11.254951,28813200
5/17/2001,17.316668,17.406668,17.1,17.253332,11.278919,19618500
5/18/2001,17.316668,17.346666,17.136667,17.346666,11.33993,17582700
5/21/2001,17.346666,17.766666,17.186666,17.733334,11.592704,23258700
5/22/2001,17.736668,17.9,17.633333,17.84,11.662436,20381100
5/23/2001,17.766666,17.959999,17.403334,17.506666,11.444524,16698300
5/24/2001,17.450001,17.746668,17.383333,17.629999,11.525153,13573500
5/25/2001,17.66,17.666668,17.066668,17.066668,11.156891,15528600
5/29/2001,17.316668,17.316668,17.01,17.07,11.159066,15001800
5/30/2001,17.073334,17.4,17.040001,17.156668,11.215727,17909400
5/31/2001,17.366667,17.533333,17.09,17.25,11.276738,17642100
6/1/2001,17.18,17.483334,17.15,17.24,11.270203,12465300
6/4/2001,17.183332,17.266666,16.833332,16.996668,11.111127,16859700
6/5/2001,16.913334,17.213333,16.896667,17.1,11.178684,15492000
6/6/2001,17.1,17.236668,16.9,16.916668,11.05883,12581100
6/7/2001,16.690001,17.116667,16.690001,17.033333,11.135097,18330900
6/8/2001,17,17.09,16.916668,17.006666,11.117669,11362500
6/11/2001,16.983334,17.033333,16.719999,16.743334,10.945524,9700500
6/12/2001,16.673332,16.99,16.536667,16.856667,11.019608,13407600
6/13/2001,16.866667,16.866667,16.686666,16.716667,10.928086,10570500
6/14/2001,16.633333,16.786667,16.466667,16.5,10.786445,13663800
6/15/2001,16.466667,16.576668,16,16.049999,10.492269,43183200
6/18/2001,16.266666,16.530001,16.116667,16.173332,10.572894,21368700
6/19/2001,16.49,16.496668,16.209999,16.286667,10.646985,15530400
6/20/2001,16.4,16.633333,16.326668,16.6,10.86739,17739000
6/21/2001,16.433332,17.056667,16.433332,16.816668,11.009234,26831400
6/22/2001,16.893333,16.916668,16.483334,16.66,10.90667,14501100
6/25/2001,16.85,16.85,16.266666,16.333332,10.692808,17122200
6/26/2001,16.183332,16.6,16.176666,16.366667,10.714637,18060300
6/27/2001,16.34,16.573334,16.133333,16.166668,10.583705,15381300
6/28/2001,16.316668,16.596666,16.316668,16.456667,10.773553,15041100
6/29/2001,16.376667,16.83,16.200001,16.266666,10.649168,27919500
7/2/2001,16.316668,16.596666,16.216667,16.583332,10.856477,16473600
7/3/2001,16.566668,16.566668,16.313334,16.406668,10.740821,11411100
7/5/2001,16.450001,16.459999,16.15,16.200001,10.605527,15396300
7/6/2001,16.183332,16.186666,15.57,15.78,10.330565,19992600
7/9/2001,15.826667,16.133333,15.683333,16.083332,10.529142,18245400
7/10/2001,16.166668,16.223333,15.793333,15.833333,10.365481,19384800
7/11/2001,16.049999,16.466667,15.873333,16.283333,10.660078,23731500
7/12/2001,16.85,17.283333,16.65,17.283333,11.314739,35115300
7/13/2001,17.283333,17.743334,17.043333,17.633333,11.543872,29536500
7/16/2001,17.799999,18.016666,17.703333,17.826668,11.670442,34206900
7/17/2001,17.946667,17.950001,17.646667,17.783333,11.642066,26356200
7/18/2001,17.623333,17.993334,17.51,17.993334,11.779552,21540900
7/19/2001,17.993334,18.166668,17.936666,18.076668,11.834108,24692100
7/20/2001,18,18.196667,17.966667,18.093332,11.845014,17684700
7/23/2001,17.966667,18.09,17.616667,17.676666,11.572238,16083300
7/24/2001,17.683332,17.733334,17.5,17.700001,11.587516,18225900
7/25/2001,17.700001,18.366667,17.576668,18.366667,12.023955,28537200
7/26/2001,18.366667,18.503332,18.059999,18.5,12.111244,25277700
7/27/2001,18.583332,18.666668,18.336666,18.469999,12.091602,15507900
7/30/2001,18.666668,18.683332,18.063334,18.626667,12.194167,21504600
7/31/2001,18.506666,18.833332,18.466667,18.633333,12.198532,23176800
8/1/2001,18.466667,18.923332,18.316668,18.336666,12.004319,18505500
