Unnamed: 0, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,SimillarHTTP, Bwd Packets/s, Total Fwd Packets,Total Length of Fwd Packets, Flow Duration, Total Length of Bwd Packets, Total Backward Packets, Protocol, Inbound, Timestamp, Source Port, Min Packet Length, Fwd Packet Length Min,Flow ID, Packet Length Mean, Fwd Packet Length Max, Average Packet Size, ACK Flag Count, Avg Fwd Segment Size, Fwd Packet Length Mean,Flow Bytes/s, Max Packet Length, Protocol,Fwd Packets/s, Flow Packets/s,Total Length of Fwd Packets, Subflow Fwd Bytes, Destination Port, act_data_pkt_fwd, Label
182069,0,0,2,2.0,0.0,2,2,0,79.68445,1,0,25099,0,2,6,0,2018-11-03 10:09:40.246718,55780,0,0,192.168.50.9-69.172.216.111-55780-443-6,0.0,0,0.0,0,0.0,0.0,0.0,0,6,39.842224,119.52667,0,0,443,0,BENIGN
96,66298,2,10054085,837840.44,2885184.8,9999473,1,0,1.2897281999999999,14,3112,10079643,1026,13,6,0,2018-11-03 10:09:40.264419,55800,0,0,192.168.50.9-69.172.216.111-55800-443-6,147.78572,920,153.25926,1,222.28572000000003,222.28572000000003,410.53042999999997,920,6,1.3889381,2.6786664,3112,3112,443,6,BENIGN
98,68753,1,10054968,837914.0,2885355.8,10000092,1,0,1.2896985,14,3114,10079875,1026,13,6,0,2018-11-03 10:09:40.266795,55802,0,0,192.168.50.9-69.172.216.111-55802-443-6,147.85715,921,153.33333000000002,1,222.42857,222.42857,410.7194,921,6,1.3889061000000003,2.6786046000000003,3114,3114,443,6,BENIGN
161354,110967,2,2,2.0,0.0,2,2,0,18.022564000000003,4,24,110972,12,2,6,1,2018-11-03 10:09:40.585104,51314,6,6,172.16.0.5-192.168.50.4-51314-52850-6,6.0,6,7.0,1,6.0,6.0,324.40616,6,6,36.045128000000005,54.06769,24,24,52850,3,NetBIOS
218,53647021,2,3,3.0,0.0,3,3,0,0.037251967999999996,8,215,53688438,92,2,6,0,2018-11-03 10:09:41.264340,43646,0,0,172.217.11.6-192.168.50.9-443-43646-6,32.090908,46,35.3,0,26.875,26.875,5.7181773,46,6,0.14900787,0.18625984,215,215,443,4,BENIGN
220,53647896,0,3,3.0,0.0,3,3,0,0.037251905,8,215,53688530,92,2,6,0,2018-11-03 10:09:41.264343,39378,0,0,172.217.12.130-192.168.50.9-443-39378-6,32.090908,46,35.3,0,26.875,26.875,5.718167299999999,46,6,0.14900762,0.18625952,215,215,443,4,BENIGN
88364,47769,2,2,2.0,0.0,2,2,0,41.86465,4,24,47773,12,2,6,1,2018-11-03 10:09:43.277880,48428,6,6,172.16.0.5-192.168.50.4-48428-2083-6,6.0,6,7.0,1,6.0,6.0,753.5637,6,6,83.7293,125.593956,24,24,2083,3,NetBIOS
485,40630355,0,104406700,1033729.7,6046986.0,40589565,0,0,0.97656626,74,5092,104447601,4752,102,6,0,2018-11-03 10:09:44.264765,43796,0,0,172.217.10.68-192.168.50.9-443-43796-6,55.87570600000001,195,56.193180000000005,0,68.81081400000001,68.81081400000001,94.248215,322,6,0.70848924,1.6850555,5092,5092,443,43,BENIGN
486,58752928,1,104839777,723032.94,6151395.5,58836732,0,0,1.3920581,100,2658,104880679,154252,146,6,0,2018-11-03 10:09:44.264768,53136,0,0,172.217.12.198-192.168.50.9-443-53136-6,635.4494,176,638.03253,0,26.58,26.58,1496.0810000000001,2836,6,0.95346445,2.3455226000000002,2658,2658,443,35,BENIGN
54660,3,3,0,0.0,0.0,0,0,0,0.0,2,458,3,0,0,17,1,2018-11-03 10:09:44.474417,637,229,229,172.16.0.5-192.168.50.4-637-52854-17,229.0,229,343.5,0,229.0,229.0,152666670.0,229,17,666666.7,666666.7,458,458,52854,1,NetBIOS
132471,2,2,0,0.0,0.0,0,0,0,0.0,2,458,2,0,0,17,0,2018-11-03 10:09:44.474564,637,229,229,172.16.0.5-192.168.50.4-52854-637-17,229.0,229,343.5,0,229.0,229.0,229000000.0,229,17,1000000.0,1000000.0,458,458,52854,1,NetBIOS
153230,2,2,2,2.0,0.0,2,2,0,10256.41,2,12,195,12,2,6,1,2018-11-03 10:09:46.850124,57296,6,6,172.16.0.5-192.168.50.4-57296-5555-6,6.0,6,7.5,1,6.0,6.0,123076.92,6,6,10256.41,20512.82,12,12,5555,1,NetBIOS
201446,130414,2,2,2.0,0.0,2,2,0,15.335189000000002,4,24,130419,12,2,6,1,2018-11-03 10:09:47.573571,43019,6,6,172.16.0.5-192.168.50.4-43019-3343-6,6.0,6,7.0,1,6.0,6.0,276.0334,6,6,30.670378000000003,46.005565999999995,24,24,3343,3,NetBIOS
97,0,0,133,66.5,89.80256,130,3,0,13215.858999999999,1,0,227,0,3,6,1,2018-11-03 10:09:50.344063,443,0,0,192.168.50.9-69.172.216.111-55800-443-6,0.0,0,0.0,0,0.0,0.0,0.0,0,6,4405.286,17621.145,0,0,55800,0,BENIGN
28791,0,0,3,3.0,0.0,3,3,0,79.132706,1,0,25274,0,2,6,0,2018-11-03 10:09:50.344293,55800,0,0,192.168.50.9-69.172.216.111-55800-443-6,0.0,0,0.0,0,0.0,0.0,0.0,0,6,39.566353,118.69906,0,0,443,0,BENIGN
99,0,0,123,61.5,86.97414,123,0,0,24193.549,1,0,124,0,3,6,1,2018-11-03 10:09:50.346671,443,0,0,192.168.50.9-69.172.216.111-55802-443-6,0.0,0,0.0,0,0.0,0.0,0.0,0,6,8064.516,32258.064,0,0,55802,0,BENIGN
162323,0,0,3,3.0,0.0,3,3,0,79.9105,1,0,25028,0,2,6,0,2018-11-03 10:09:50.346797,55802,0,0,192.168.50.9-69.172.216.111-55802-443-6,0.0,0,0.0,0,0.0,0.0,0.0,0,6,39.95525,119.86575,0,0,443,0,BENIGN
128609,3,3,0,0.0,0.0,0,0,0,0.0,2,566,3,0,0,17,1,2018-11-03 10:09:51.599607,638,283,283,172.16.0.5-192.168.50.4-638-15871-17,283.0,283,424.5,0,283.0,283.0,188666670.0,283,17,666666.7,666666.7,566,566,15871,1,NetBIOS
30320,3,3,0,0.0,0.0,0,0,0,0.0,2,566,3,0,0,17,0,2018-11-03 10:09:51.599818,638,283,283,172.16.0.5-192.168.50.4-15871-638-17,283.0,283,424.5,0,283.0,283.0,188666670.0,283,17,666666.7,666666.7,566,566,15871,1,NetBIOS
80814,3,3,0,0.0,0.0,0,0,0,0.0,2,566,3,0,0,17,1,2018-11-03 10:09:51.601832,639,283,283,172.16.0.5-192.168.50.4-639-19391-17,283.0,283,424.5,0,283.0,283.0,188666670.0,283,17,666666.7,666666.7,566,566,19391,1,NetBIOS
32084,1,1,0,0.0,0.0,0,0,0,0.0,2,566,1,0,0,17,1,2018-11-03 10:09:51.601836,640,283,283,172.16.0.5-192.168.50.4-640-3763-17,283.0,283,424.5,0,283.0,283.0,566000000.0,283,17,2000000.0,2000000.0,566,566,3763,1,NetBIOS
170582,2,2,0,0.0,0.0,0,0,0,0.0,2,566,2,0,0,17,0,2018-11-03 10:09:51.602005,639,283,283,172.16.0.5-192.168.50.4-19391-639-17,283.0,283,424.5,0,283.0,283.0,283000000.0,283,17,1000000.0,1000000.0,566,566,19391,1,NetBIOS
36900,1,1,0,0.0,0.0,0,0,0,0.0,2,566,1,0,0,17,0,2018-11-03 10:09:51.602008,640,283,283,172.16.0.5-192.168.50.4-3763-640-17,283.0,283,424.5,0,283.0,283.0,566000000.0,283,17,2000000.0,2000000.0,566,566,3763,1,NetBIOS
120121,3,3,0,0.0,0.0,0,0,0,0.0,2,566,3,0,0,17,1,2018-11-03 10:09:51.602165,641,283,283,172.16.0.5-192.168.50.4-641-35535-17,283.0,283,424.5,0,283.0,283.0,188666670.0,283,17,666666.7,666666.7,566,566,35535,1,NetBIOS
180711,2,2,0,0.0,0.0,0,0,0,0.0,2,566,2,0,0,17,0,2018-11-03 10:09:51.602385,641,283,283,172.16.0.5-192.168.50.4-35535-641-17,283.0,283,424.5,0,283.0,283.0,283000000.0,283,17,1000000.0,1000000.0,566,566,35535,1,NetBIOS
7200,3,3,0,0.0,0.0,0,0,0,0.0,2,458,3,0,0,17,1,2018-11-03 10:09:51.754258,642,229,229,172.16.0.5-192.168.50.4-642-51392-17,229.0,229,343.5,0,229.0,229.0,152666670.0,229,17,666666.7,666666.7,458,458,51392,1,NetBIOS
92037,2,2,0,0.0,0.0,0,0,0,0.0,2,458,2,0,0,17,0,2018-11-03 10:09:51.754404,642,229,229,172.16.0.5-192.168.50.4-51392-642-17,229.0,229,343.5,0,229.0,229.0,229000000.0,229,17,1000000.0,1000000.0,458,458,51392,1,NetBIOS
479,58415131,1,113654784,2066450.6,9162375.0,58374874,0,0,0.49254265,42,5664,113695738,2516,56,6,0,2018-11-03 10:09:52.052018,55102,6,6,192.168.50.6-216.58.219.226-55102-443-6,83.09091,1062,83.938774,0,134.85715,134.85715,71.94641,1062,6,0.36940700000000004,0.8619495999999999,5664,5664,443,41,BENIGN
134304,2,2,3,3.0,0.0,3,3,0,43.21895,2,96,46276,610,2,17,0,2018-11-03 10:09:52.123575,61625,48,48,192.168.50.8-8.8.8.8-61625-53-17,150.8,48,188.5,0,48.0,48.0,15256.288,305,17,43.21895,86.4379,96,96,53,1,BENIGN
460,10108864,1,110504029,2455645.0,4352118.0,10110111,1,0,0.41593447,46,24002,110594341,7740,46,6,0,2018-11-03 10:09:52.170427,60025,0,0,192.168.50.8-52.26.72.3-60025-443-6,341.31183,2920,345.02173,1,521.7826,521.7826,287.01288,2920,6,0.41593447,0.83186895,24002,24002,443,44,BENIGN
133796,3,3,2,2.0,0.0,2,2,0,43.97054,2,154,45485,410,2,17,0,2018-11-03 10:09:52.170594,55246,77,77,192.168.50.8-8.8.8.8-55246-53-17,128.2,77,160.25,0,77.0,77.0,12399.692,205,17,43.97054,87.94108,154,154,53,1,BENIGN
121512,3,3,2,2.0,0.0,2,2,0,44.419765000000005,2,154,45025,310,2,17,0,2018-11-03 10:09:52.216588,62204,77,77,192.168.50.8-8.8.8.8-62204-53-17,108.2,77,135.25,0,77.0,77.0,10305.386,155,17,44.419765000000005,88.83953000000001,154,154,53,1,BENIGN
52489,3,3,3,3.0,0.0,3,3,0,34.99195,2,84,57156,400,2,17,0,2018-11-03 10:09:52.294742,54503,42,42,192.168.50.8-8.8.8.8-54503-53-17,105.2,42,131.5,0,42.0,42.0,8468.053,200,17,34.99195,69.9839,84,84,53,1,BENIGN
48195,3,3,3,3.0,0.0,3,3,0,36.364296,2,78,54999,142,2,17,0,2018-11-03 10:09:52.352619,58517,39,39,192.168.50.8-8.8.8.8-58517-53-17,51.8,39,64.75,0,39.0,39.0,4000.0728,71,17,36.364296,72.72859,78,78,53,1,BENIGN
64852,3,3,2,2.0,0.0,2,2,0,18.791695,2,78,106430,190,2,17,0,2018-11-03 10:09:52.408097,62438,39,39,192.168.50.8-8.8.8.8-62438-53-17,61.4,39,76.75,0,39.0,39.0,2518.087,95,17,18.791695,37.58339,78,78,53,1,BENIGN
416,57829525,2,58063421,11612684.0,25966322.0,58062652,2,0,0.05394293,12,288,111228667,168,6,6,0,2018-11-03 10:09:53.129212,60000,6,6,192.168.50.8-104.27.181.86-60000-443-6,26.052630999999998,39,27.5,0,24.0,24.0,4.099663,39,6,0.10788586,0.16182879,288,288,443,11,BENIGN
423,57809439,1,58290028,6476670.0,19260140.0,57836375,1,0,0.08909195,16,337,112243592,380,10,6,0,2018-11-03 10:09:53.129216,60011,0,0,172.217.2.161-192.168.50.8-443-60011-6,28.259259999999998,46,29.346153,0,21.0625,21.0625,6.3878927,46,6,0.14254712,0.23163906,337,337,443,11,BENIGN
421,57829531,1,58063591,11612718.0,25966824.0,58063585,1,0,0.05345524,12,337,112243441,196,6,6,0,2018-11-03 10:09:53.129217,60003,6,6,172.217.10.2-192.168.50.8-443-60003-6,30.473684000000002,46,32.166668,0,28.083334000000004,28.083334000000004,4.748607,46,6,0.10691048,0.16036572,337,337,443,11,BENIGN
419,57829597,1,58063403,11612681.0,25966740.0,58063396,1,0,0.053455565,12,337,112242755,196,6,6,0,2018-11-03 10:09:53.129219,60004,6,6,172.217.12.130-192.168.50.8-443-60004-6,30.473684000000002,46,32.166668,0,28.083334000000004,28.083334000000004,4.7486362,46,6,0.10691113,0.1603667,337,337,443,11,BENIGN
101,0,0,0,0.0,0.0,0,0,0,10.919176,1,6,91582,6,1,6,0,2018-11-03 10:09:53.680011,59974,6,6,192.168.50.8-52.37.207.140-59974-443-6,6.0,6,9.0,0,6.0,6.0,131.03011999999998,6,6,10.919176,21.838352,6,6,443,0,BENIGN
9161,0,0,2,2.0,0.0,2,2,0,12903.226,1,6,155,12,2,6,1,2018-11-03 10:09:53.771595,443,6,6,192.168.50.8-52.37.207.140-59974-443-6,6.0,6,8.0,0,6.0,6.0,116129.03,6,6,6451.613,19354.838,6,6,59974,0,BENIGN
432,57804101,2,58295700,6477300.0,19257852.0,57830873,1,0,0.089091636,16,337,112243984,380,10,6,0,2018-11-03 10:09:54.143158,60021,0,0,172.217.1.162-192.168.50.8-443-60021-6,28.259259999999998,46,29.346153,0,21.0625,21.0625,6.3878703,46,6,0.14254661,0.23163825,337,337,443,11,BENIGN
434,57829519,0,58063370,11612674.0,25966614.0,58063165,1,0,0.053454905999999996,12,337,112244141,196,6,6,0,2018-11-03 10:09:54.143162,60009,6,6,172.217.2.98-192.168.50.8-443-60009-6,30.473684000000002,46,32.166668,0,28.083334000000004,28.083334000000004,4.7485776,46,6,0.10690981,0.16036472,337,337,443,11,BENIGN
436,57806120,1,58294332,6477148.0,19258746.0,57833113,0,0,0.08909138,16,337,112244303,380,10,6,0,2018-11-03 10:09:54.143163,60018,0,0,172.217.1.2-192.168.50.8-443-60018-6,28.259259999999998,46,29.346153,0,21.0625,21.0625,6.387852,46,6,0.1425462,0.23163760000000003,337,337,443,11,BENIGN
438,57807963,1,58291781,6476864.5,19259408.0,57834611,1,0,0.08909129,16,337,112244409,380,10,6,0,2018-11-03 10:09:54.143165,60020,0,0,172.217.2.166-192.168.50.8-443-60020-6,28.259259999999998,46,29.346153,0,21.0625,21.0625,6.387846,46,6,0.14254607,0.23163737,337,337,443,11,BENIGN
428,57806457,1,58292946,8327563.5,21830270.0,57833351,1,0,0.071274,16,337,112242894,368,8,6,0,2018-11-03 10:09:54.143281,60016,0,0,172.217.2.164-192.168.50.8-443-60016-6,30.04,46,31.291665999999996,0,21.0625,21.0625,6.281021,46,6,0.142548,0.21382199,337,337,443,11,BENIGN
440,57829633,1,58063371,11612674.0,25966726.0,58063367,1,0,0.053454787000000004,12,337,112244393,196,6,6,0,2018-11-03 10:09:54.143284,60017,6,6,172.217.2.166-192.168.50.8-443-60017-6,30.473684000000002,46,32.166668,0,28.083334000000004,28.083334000000004,4.748566599999999,46,6,0.10690957,0.16036436,337,337,443,11,BENIGN
430,57780284,1,58305438,6478382.0,19253956.0,57821507,1,0,0.08909235,16,337,112243083,380,10,6,0,2018-11-03 10:09:54.143286,60012,0,0,172.217.10.2-192.168.50.8-443-60012-6,28.259259999999998,46,29.346153,0,21.0625,21.0625,6.3879212999999995,46,6,0.14254776,0.23164012,337,337,443,11,BENIGN
202750,2,2,0,0.0,0.0,0,0,0,0.0,2,80,2,0,0,17,1,2018-11-03 10:09:56.958505,38005,40,40,172.16.0.5-192.168.50.4-38005-33434-17,40.0,40,60.0,0,40.0,40.0,40000000.0,40,17,1000000.0,1000000.0,80,80,33434,1,NetBIOS
177393,2,2,0,0.0,0.0,0,0,0,0.0,2,80,2,0,0,17,0,2018-11-03 10:09:56.958651,38005,40,40,172.16.0.5-192.168.50.4-33434-38005-17,40.0,40,60.0,0,40.0,40.0,40000000.0,40,17,1000000.0,1000000.0,80,80,33434,1,NetBIOS
103,1,1,0,0.0,0.0,0,0,0,0.0,2,31,1,0,0,6,0,2018-11-03 10:09:58.292336,33020,0,0,192.168.50.9-23.194.141.179-33020-443-6,20.666666,31,31.0,0,15.5,15.5,31000000.0,31,6,2000000.0,2000000.0,31,31,443,0,BENIGN
