date;platform;country;review;star;user_id;issue_flag;likes_count;dislike_count;label
1.09.2023;iOS;USA;Sharing travel photos with friends is so fun and easy.;5;79a57755-1a39-4165-b354-793190817aaa;No;5;4;General Topics
4.08.2023;Android;Brazil;I love how I can track my expenses easily with this app.;4;efa1902b-08b2-4542-be14-4fa3696d4db1;No;2;1;General Topics
31.08.2023;Android;India;Ads everywhere, makes navigation impossible.;4;95506870-b889-4316-bfe4-cb224f22828c;No;3;1;Ads
29.07.2023;iOS;India;The latest update fixed all the bugs, app works perfectly now!;2;90add34f-6db1-4b5f-980a-a8a03e9ed7a9;No;3;4;Updates
15.07.2023;Android;Australia;The user interface is confusing, I can't figure out basic tasks.;1;fb62af43-fb34-4cbf-82d0-6c945f839abe;No;5;5;General Topics
11.09.2023;Android;Brazil;It 's nice that the app recommends nearby attractions based on my location, very handy.;2;c4962a02-f030-4033-82ad-a8cc4858ecf1;No;2;1;General Topics
10.08.2023;Android;USA;Sharing travel photos with friends is so fun and easy.;5;27d240f4-068e-4148-a33c-d565bee8f1ff;No;2;3;General Topics
30.08.2023;Android;USA;Totally worth the cost, premium features make the app much better.;5;005ea7ad-0bd1-4dd9-8873-d0f0358e78df;No;2;1;Premium Features
15.07.2023;Android;UK;I wish there were more customization options for trip planning. It feels a bit limited sometimes.;2;f1143339-ee1b-4143-a694-916c8fc53d2a;No;5;4;User Feedbacks & Recommendations
11.09.2023;iOS;Brazil;Customer support is too slow. I had to wait days to get a response about a booking issue.;4;7cbebc1e-d0cb-482f-8f90-66d424014d1c;No;1;3;Customer Support
13.08.2023;iOS;USA;The premium features are fantastic, especially for frequent travelers. Totally worth the extra cost.;5;40a15b37-62a9-48b9-ad83-87999672f8a1;No;4;5;Premium Features
14.09.2023;Android;India;The app constantly needs updates, and it gets frustrating when I'm in the middle of planning.;4;001f4a56-3684-4e33-b727-7654e9e17751;No;0;1;Updates
23.09.2023;Android;India;Love the new features from the update, much smoother experience.;5;0b1019dd-93e3-4c10-b2fb-b58540a7e202;No;5;3;Updates
8.07.2023;iOS;UK;The app is amazing, I planned my entire trip using it!;5;fab9b47a-9f2b-42f0-bd38-85449def2399;No;4;2;General Topics
31.07.2023;iOS;USA;Premium subscription is worth every penny, love the extra features.;5;4c1d4221-6383-4d82-96a1-0a0b5537616e;No;2;5;Premium Features
1.08.2023;Android;UK;Interface feels fresh and clean after the update, nice improvements.;3;924648d2-8a70-4bdb-a6bd-c244f2539a5b;No;4;5;Updates
5.09.2023;Android;Brazil;Saves time and effort.;4;be13a9bf-e4e8-4bf9-a68c-7e948d002011;No;1;0;General Topics
22.07.2023;iOS;USA;This app helped me find the best deals on hotels.;4;b9c9f054-463d-4ce7-b0a7-3b3572fc1879;No;1;1;General Topics
1.09.2023;iOS;India;I love the app, but it doesn't recognize some of the smaller airports when searching for flights.;5;625d6a70-7b11-4b5e-8956-b7f892a9a6b0;No;2;1;User Feedbacks & Recommendations
17.08.2023;Android;USA;Update made the app laggy and unresponsive, very frustrating.;2;593e9b0b-bcd3-4535-a27b-7383f7318136;No;5;2;Updates
3.09.2023;Android;Australia;The itinerary feature is good, but I'd like to see an integration with my calendar app.;3;d7c1f220-a2f7-4fa7-9acc-4fcb4513edbb;No;3;2;User Feedbacks & Recommendations
26.07.2023;iOS;USA;All my travel plans in one app, finally! No more juggling multiple websites to keep track of my itinerary.;4;385da134-bc8e-40cc-b40b-0ce3d32a19ad;No;5;3;General Topics
29.09.2023;Android;Brazil;The app is slow and unresponsive when adding expenses.;1;be412fa6-3823-46d3-9470-56d819fcd372;No;1;3;Crashes and Bugs
27.08.2023;Android;USA;Love that the app keeps track of my expenses automatically. Great for budgeting my trips!;5;6e66d8e3-2cb4-4b30-be3d-14148f352f71;No;0;3;General Topics
6.09.2023;iOS;India;Very buggy, keeps freezing on my phone.;2;d6531ae9-4f30-4798-ba4f-3c1b0854c64b;No;2;5;Crashes and Bugs
23.09.2023;iOS;Brazil;Unskippable ads make the app unbearable to use.;5;69387c91-fb21-48c1-bc71-ed41f3951d91;Yes;1;3;Ads
2.07.2023;Android;UK;This app is perfect for group trips. Everyone can see the plan and add their own notes.;2;a8e5ba28-42ee-4510-929e-aacd86cdad33;No;2;4;General Topics
8.07.2023;Android;Brazil;Some premium features are not as useful as advertised.;2;a63e694d-9ede-4da8-80c6-5274bec4bca7;No;2;1;Premium Features
5.07.2023;iOS;India;Couldn't add my friends to the trip, super annoying.;1;07de0333-a05f-4cdf-93e3-06689dbaa1f7;No;0;1;Crashes and Bugs
8.07.2023;Android;India;The interface is sleek, but it can get laggy, especially when switching between tabs.;2;512bfcc3-ed58-439b-be6b-f7f111571685;No;4;0;Crashes and Bugs
19.07.2023;Android;Brazil;Love the reminders.;5;53e93093-2d5d-4d35-a8c4-a7f0369a2a55;No;3;0;User Feedbacks & Recommendations
8.08.2023;Android;India;Trouble with map loading.;3;77066b48-c92f-4b6a-a316-578c730e28ec;No;0;3;Crashes and Bugs
27.08.2023;iOS;USA;I wish the app was more responsive. It tends to lag when switching between tabs.;2;3c11615e-7535-4e7b-a818-a4cc42001ebe;No;5;3;Crashes and Bugs
2.09.2023;iOS;USA;I keep getting logged out at random, and it's annoying to keep signing back in.;4;1649d446-3141-44d5-aca7-f56772c104ce;No;2;5;Crashes and Bugs
28.09.2023;Android;Australia;I'm happy with the premium features, they are definitely worth it.;5;90d2695f-d84d-4329-af8e-b4f969baca38;No;5;4;Premium Features
26.09.2023;iOS;UK;Flight alerts are helpful.;3;1abbc6ac-5fd6-4dd7-8eb6-47bae1a227e2;No;5;5;General Topics
17.07.2023;iOS;USA;I can't get past the payment step, please fix this!;1;de9520b5-fb4a-4825-8189-a56231e330f9;Yes;1;0;Crashes and Bugs
23.08.2023;Android;Australia;Can't add friends easily.;2;b216b6da-94b7-45e8-ae40-cf704de949d2;No;3;3;User Feedbacks & Recommendations
9.09.2023;iOS;Australia;Premium is too expensive for what it offers, not worth it.;5;8bda090d-6826-486f-bdab-275d1109d991;Yes;5;3;Premium Features
9.09.2023;iOS;USA;Keeps me organized, but I wish it had more features for business travel.;2;7cce5328-7e15-422b-941c-74a4ad8ed9c9;No;1;2;User Feedbacks & Recommendations
15.07.2023;iOS;Brazil;The app is slow and unresponsive when adding expenses.;1;e5541c8e-8931-495f-97b7-5e47a4f97918;No;1;2;Crashes and Bugs
26.08.2023;Android;India;Too many app crashes.;1;82217467-ac35-4acd-b399-d077fd43ed71;Yes;1;3;Crashes and Bugs
13.07.2023;Android;USA;It 's great for organizing travel, but the user interface could be more intuitive.;2;113504be-7c9e-46be-93bd-94fa930176d3;No;5;1;User Feedbacks & Recommendations
3.07.2023;Android;Australia;Premium features are good, but the price could be lower.;3;5788c2c4-b8ea-49a8-9dae-4d3240834b4b;No;1;3;Premium Features
15.07.2023;iOS;USA;Good, but slow sometimes.;4;4fd1ea4c-f574-44ff-81bd-9e74b7fe9157;No;3;5;General Topics
4.09.2023;iOS;India;Ad placement is good, doesn't interfere with the user experience.;4;aac0a914-200e-4153-9837-ec71a04256bb;No;4;3;Ads
1.09.2023;Android;UK;I can't access some of my past trips in the history tab. Please fix this!;4;b652f957-32a3-4d81-bd1b-37e0cf4f1778;No;3;1;Crashes and Bugs
3.08.2023;Android;UK;The update has made a huge difference, very satisfied with the changes.;4;f27d1561-ffbd-49e1-b0c7-f5b2d08deb80;No;4;2;Updates
8.08.2023;Android;USA;I like the new look of the app after the update, much better.;4;7c569b5d-55a9-431f-8b51-dad26e5790bf;No;4;0;Updates
6.08.2023;iOS;Brazil;Map pins are off.;2;87306ed2-3b23-4f80-841e-c93e652dbcef;No;0;3;Crashes and Bugs
19.07.2023;Android;India;Premium doesn't add enough value for the cost.;3;d1c76a90-fc69-4af6-a51b-e9fa282b11cf;No;4;1;Premium Features
20.08.2023;Android;UK;The ads are way too intrusive, can't enjoy the app.;3;9ec447b7-f4fc-46e8-ad20-d04dfeeceb8b;Yes;0;5;Ads
26.08.2023;iOS;USA;I can see where my friends are, and their holiday photos inspire me to travel more!;5;f28f3932-703a-4aaf-a291-1573ec5eed58;No;2;2;General Topics
21.08.2023;Android;India;Slow customer support.;2;46a952e2-661b-431e-a665-062250d31200;No;1;0;Customer Support
16.08.2023;Android;India;Annoying pop-ups.;2;01179513-7ab7-4c62-8f9f-a6a7a3919d10;No;3;0;Ads
8.08.2023;Android;USA;I can see where my friends are, and their holiday photos inspire me to travel more!;4;086259f8-e445-48e0-8076-f099588272d9;No;4;0;General Topics
6.09.2023;Android;Brazil;The app is good, but the ads are unbearable.;5;43c4d099-0cce-4cdd-a5b3-590624f8e248;Yes;3;2;Ads
19.07.2023;Android;UK;The user interface is confusing, I can't figure out basic tasks.;1;ef474226-0671-4f33-94af-7d8760787d15;No;1;2;User Feedbacks & Recommendations
3.09.2023;iOS;Australia;Update made the app way better, great job fixing those bugs!;2;b271a3cf-a3d2-478d-8eac-2e6ce682a66e;No;5;4;Updates
21.07.2023;Android;UK;I absolutely love how I can see my friends' travel photos and get inspired for my next trip.;5;8c2f16fa-0c02-43db-9822-033b08aa0aaa;No;4;3;General Topics
26.07.2023;Android;India;The booking confirmation took too long to appear, and I had to restart the app twice.;4;f25123e8-c21d-400d-8404-2c045782aa49;No;2;4;Crashes and Bugs
2.09.2023;Android;USA;Tried to share my itinerary but it keeps failing.;2;d08bcbaf-0a1f-41d5-9961-6afaa12b516e;No;4;2;Crashes and Bugs
22.07.2023;iOS;Australia;Booking hotels through the app was smooth and effortless. Found great deals I couldn't find elsewhere.;5;49d56876-30b1-4628-85cd-e92b16a4cd1b;No;3;4;General Topics
9.07.2023;iOS;Australia;The search button often doesn 't work, and I have to restart the app to find what I need.;4;90aad89a-3613-4e80-8639-e2e224e69dc6;No;3;5;Crashes and Bugs
15.09.2023;iOS;Brazil;Helpful but glitchy.;4;9ae9dcd3-089f-49a8-a51c-635ccc589225;No;1;1;Crashes and Bugs
19.08.2023;Android;USA;Premium unlocks great features, definitely worth the upgrade.;5;d7e7caa3-326b-4b12-9fa4-80e4045df80e;No;4;2;Premium Features
15.08.2023;Android;UK;The new update fixed a lot of issues, but now the app is slower. Still better than before.;4;13387dc4-1ba0-412b-a2f5-84f2b500b216;No;4;5;Updates
17.09.2023;Android;UK;Limited destination options.;4;d3abbdec-b64c-4585-9e47-356c69adc362;No;4;4;General Topics
6.09.2023;iOS;Australia;Premium tools are a game changer, worth the price.;5;c58b5e45-35da-42eb-bf97-a092b3d04074;No;2;1;Premium Features
9.07.2023;iOS;Brazil;Organizing my trip and splitting costs with friends is so easy with this app. Highly recommend it!;2;687f9a64-9cc6-42fb-8cb9-98f6f5405067;No;2;5;User Feedbacks & Recommendations
25.08.2023;Android;UK;I enjoy the premium features, it's a good investment for travelers.;4;33e3e63a-184a-4084-b4eb-3d1c9fdfc02d;No;3;4;Premium Features
29.09.2023;Android;India;The app keeps logging me out, which is really annoying, especially when I need to check my bookings.;1;58049d66-8a2f-47ba-89f2-eedeea248f0a;No;3;1;Crashes and Bugs
11.07.2023;Android;USA;App feels new and improved thanks to the recent update, well done!;4;b9220c77-ea80-4b2d-8b77-eaf87bfaaa83;No;4;4;Updates
13.08.2023;Android;USA;Tried to share my itinerary but it keeps failing.;2;9a5a79f5-e1ba-4a4b-9a50-8ceb7107c034;No;4;1;Crashes and Bugs
29.08.2023;iOS;Brazil;Great app for planning!;5;d43ac6c7-2298-4495-930a-766de3a91418;No;0;3;General Topics
30.09.2023;Android;Brazil;Flight bookings take time.;2;fa161c5c-2749-41c5-bfcf-1abc4db224c2;No;3;5;General Topics
3.08.2023;iOS;UK;TravelTracker saved me during my last trip when I lost my printed itinerary. Everything was in the app.;3;0ebd89b6-1cdf-451a-9943-d21053480c6e;No;5;4;General Topics
22.08.2023;Android;USA;Love tracking my expenses.;5;f3b8a383-14f0-4068-8752-70c1a8b62a4e;No;1;1;General Topics
18.07.2023;iOS;USA;Too many ads, it's annoying to use the app.;1;0137c348-4d62-45ba-9e69-b4f34fbcd368;Yes;3;2;Ads
2.08.2023;Android;USA;The premium features are helpful, but some are a bit buggy. Needs more polishing.;4;31eae075-43f1-4ee9-97b6-5ceb020d053c;No;0;0;Premium Features
24.07.2023;iOS;Brazil;Finally, the update addressed the loading issues, very happy with this!;3;0a085e2b-b4d2-484d-989b-7069b11fd7db;Yes;1;1;Updates
12.08.2023;Android;Australia;Update is a step backward, app worked better before these changes.;3;24a52eab-b56d-43b1-8d04-08f0e1356463;No;3;2;Updates
19.07.2023;Android;Australia;Good app overall, but the frequent ads can be a turn-off.;3;cdc01180-eb40-40eb-a9a1-99bb773e54eb;No;2;0;Ads
27.08.2023;Android;Australia;Too many pop-ups, can't use the app properly.;1;25c5546d-bc6b-471b-91a0-47f522c1e637;No;3;1;Ads
19.08.2023;Android;Australia;The price for premium is quite reasonable given all the extras.;2;eec38844-ca50-4c4c-9d83-b01970955776;No;2;1;Premium Features
29.09.2023;iOS;Australia;Great for trip budgeting.;5;55df08ab-9804-44ee-87be-326f61830f1c;No;0;3;General Topics
14.09.2023;iOS;USA;It's like having a personal travel assistant in my pocket.;5;8f1cb3d8-30d7-4c25-a7b4-00673b5052f6;No;0;4;General Topics
5.09.2023;iOS;India;I can see where my friends are, and their holiday photos inspire me to travel more!;4;f25711fe-e753-478b-bfe1-d52e69a1eeb7;No;3;0;General Topics
21.09.2023;iOS;UK;Best decision to go premium, loving the exclusive tools available.;4;9dcd71e3-2e9f-4dc7-be9b-e96721c32f47;No;3;5;Premium Features
3.09.2023;Android;USA;The new update looks good, but the app crashes every time I try to open the map feature.;1;6af2acf6-8cd3-4bf8-b641-a0f7e74660d0;Yes;2;1;Crashes and Bugs
24.07.2023;iOS;USA;The app is slow and unresponsive when adding expenses.;1;7cc87636-f5b9-4f6a-9d7b-3ca4dab690d5;No;4;2;Crashes and Bugs
6.07.2023;iOS;Brazil;Easy to share itineraries.;3;145d0d67-b7a0-41e2-8d68-082d541fe62b;No;0;1;General Topics
6.09.2023;Android;UK;I love that it shows me alternate routes when my flight gets delayed.;5;6b079cef-6dfd-462d-a38a-45ac86a0d509;No;2;3;User Feedbacks & Recommendations
25.07.2023;Android;India;Keeps me on track.;4;cf7ffab2-871c-4bbb-af44-30b1011e6172;No;2;0;General Topics
17.08.2023;Android;USA;Great for finding spots.;5;842f8cff-aad2-4648-90a8-703bd69c6693;No;0;2;General Topics
18.09.2023;Android;India;Flight alerts are on point, but I hate that the app crashes when I try to view my tickets.;1;3b5dd97a-e7f2-4a22-943a-ebd38e2e06e9;Yes;2;5;Crashes and Bugs
31.07.2023;Android;Brazil;Premium subscription unlocks so many helpful tools, definitely worth it.;5;10de106f-7c32-4882-a2de-4a59eadd291b;No;3;0;Premium Features
14.07.2023;iOS;India;Premium subscription is a must for anyone who travels frequently.;2;7bd9fe7b-c14d-4eec-b22a-e205b2dc6c9d;No;5;0;Premium Features
14.07.2023;iOS;USA;Terrible app, it crashes at the home screen!;1;841293b4-eef4-4831-8a5d-7afea74ce720;Yes;3;1;Crashes and Bugs
25.07.2023;Android;USA;I can 't stand the constant updates. It feels like there 's a new version every week.;2;bb98b616-0b0e-423f-b9c8-29fbf3dabe46;No;5;3;Updates
19.09.2023;Android;USA;Useful but crashes randomly.;1;416a26ce-6269-4468-a101-7d9eb176d205;Yes;2;5;Crashes and Bugs
9.09.2023;iOS;India;Helpful for trip organizing.;3;13149d24-d353-43b4-9869-1604ce26ce16;No;3;2;General Topics
22.08.2023;iOS;India;It's like having a personal travel assistant in my pocket.;4;23de9ee4-3762-4b9e-9803-6b149241b897;No;5;2;General Topics
19.09.2023;Android;UK;Ads are annoying, especially when you 're in a rush. A premium ad-free version would be nice.;1;7f0a0241-8317-4d76-b930-eedcb92955ce;No;3;2;Ads
31.08.2023;iOS;USA;Disappointed with the update, it's causing more problems than it solved.;4;4033d98a-b163-4acc-a25d-09f223b419f1;No;2;4;Updates
9.08.2023;Android;UK;The update caused the app to freeze on the main screen.;4;ad7c9668-1068-4739-a248-a21df4f21646;No;2;1;Crashes and Bugs
15.08.2023;Android;Australia;Couldn't add my friends to the trip, super annoying.;2;85d90159-c1b2-4c41-a75f-7df7e2a5e8af;No;1;0;Crashes and Bugs
20.09.2023;Android;UK;I love the expense tracking feature, but I wish the app was a bit faster when loading my data.;5;681176cd-eb7f-4e51-bd25-e7125a46175d;No;3;4;User Feedbacks & Recommendations
14.08.2023;iOS;UK;The best part is being able to see where my friends are traveling. It's like a social network for travelers.;3;35c73038-414c-48c4-a2dd-28e447481b10;No;2;3;General Topics
9.07.2023;iOS;USA;Great app for keeping my travel plans neat, but too many unnecessary notifications.;2;300ed28b-a113-4512-8b6e-0eaf8246b646;No;1;0;User Feedbacks & Recommendations
7.07.2023;iOS;Australia;Tried to share my itinerary but it keeps failing.;1;6e3d49ad-c84d-4e65-9295-bab0c4c4c5c8;No;5;1;Crashes and Bugs
19.09.2023;Android;USA;Best app for travel planning, but the social sharing features need some work.;4;b656b3e8-a4d4-407d-aaec-6c6a01fc7a54;No;1;4;User Feedbacks & Recommendations
11.07.2023;iOS;India;The premium features are nice, but too pricey for my taste.;2;9d3c2290-6c1c-451c-89eb-72a4df9026ae;No;5;1;Premium Features
11.07.2023;Android;USA;Ads help keep the app free, so I don't mind.;3;bd34776c-0251-4b39-9b61-1241b861c0eb;No;5;3;Ads
9.07.2023;iOS;USA;Too costly for what you get in the premium version.;4;7316af1d-83cb-4dbe-8802-24a364a1fc78;No;3;2;Premium Features
31.08.2023;iOS;Brazil;The payment feature needs improvement. It fails when using international cards.;1;179b574a-ea31-4968-af77-4911d117aa66;Yes;4;4;Premium Features
6.07.2023;Android;USA;Error messages keep popping up, very frustrating!;1;bb24494f-3c29-494e-a6bb-3c02a167fcb5;No;5;1;Crashes and Bugs
12.08.2023;Android;Australia;Keeps me updated.;2;2e3fc9e2-3b78-4170-b610-6444d80381c6;No;0;3;Updates
13.09.2023;iOS;USA;I can easily split expenses with friends, so convenient!;4;bf0dfea3-fafb-4e01-ae34-0da3893163ba;No;4;1;General Topics
3.08.2023;Android;USA;Not impressed with the update, app performance has declined noticeably.;2;6fe0615d-2086-4bd0-84a8-ef83a0fd8c55;No;2;1;Updates
26.09.2023;iOS;UK;Booking flights and hotels is easy, but the customer support response time is slow.;4;c0c11d12-e280-4500-9dfa-982b41155f99;No;5;5;Customer Support
27.07.2023;Android;UK;Ads are fine, they don't pop up too often.;2;69791712-a8b5-4445-9b4c-a11839974cc1;No;4;3;Ads
10.08.2023;Android;UK;Ads are a bit too frequent, but they 're not a dealbreaker considering the app is free.;3;68faa7aa-a4bc-43c7-bac4-226880edca35;No;0;2;Ads
24.07.2023;Android;USA;The app's map feature doesn't load properly on my phone, making it hard to find saved locations.;4;63908f92-aee9-4eff-9edf-5214dfc8ed0d;No;0;2;Crashes and Bugs
