super_opeid,name,par_income_bin,par_income_lab,attend,stderr_attend,attend_level,attend_sat,stderr_attend_sat,attend_level_sat,rel_apply,stderr_rel_apply,rel_attend,stderr_rel_attend,rel_att_cond_app,rel_apply_sat,stderr_rel_apply_sat,rel_attend_sat,stderr_rel_attend_sat,rel_att_cond_app_sat,attend_instate,stderr_attend_instate,attend_level_instate,attend_instate_sat,stderr_attend_instate_sat,attend_level_instate_sat,attend_oostate,stderr_attend_oostate,attend_level_oostate,attend_oostate_sat,stderr_attend_oostate_sat,attend_level_oostate_sat,rel_apply_instate,stderr_rel_apply_instate,rel_attend_instate,stderr_rel_attend_instate,rel_att_cond_app_instate,rel_apply_oostate,stderr_rel_apply_oostate,rel_attend_oostate,stderr_rel_attend_oostate,rel_att_cond_app_oostate,rel_apply_instate_sat,stderr_rel_apply_instate_sat,rel_attend_instate_sat,stderr_rel_attend_instate_sat,rel_att_cond_app_instate_sat,rel_apply_oostate_sat,stderr_rel_apply_oostate_sat,rel_attend_oostate_sat,stderr_rel_attend_oostate_sat,rel_att_cond_app_oostate_sat,attend_unwgt,stderr_attend_unwgt,attend_unwgt_level,attend_unwgt_instate,stderr_attend_unwgt_instate,attend_unwgt_oostate,stderr_attend_unwgt_oostate,attend_unwgt_level_instate,attend_unwgt_level_oostate,rel_attend_unwgt,rel_apply_unwgt,stderr_rel_attend_unwgt,stderr_rel_apply_unwgt,rel_att_cond_app_unwgt,rel_attend_unwgt_instate,rel_attend_unwgt_oostate,stderr_rel_attend_unwgt_instate,stderr_rel_attend_unwgt_oostate,rel_apply_unwgt_instate,rel_apply_unwgt_oostate,stderr_rel_apply_unwgt_instate,stderr_rel_apply_unwgt_oostate,rel_att_cond_app_unwgt_instate,rel_att_cond_app_unwgt_oostate,public,flagship,tier,tier_name,test_band_tier
1434,American University,98.5,98-99,.0024842471,.00016629221,.0016086748,.0039159581,.00048724699,.0015368059,1.8444645,.039610106,1.5442817,.10337218,.83725208,2.363903,.11066264,2.548115,.31705174,1.077927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0020695222,.00013066822,.00067708862,,,,,,,3.0565012,3.7089918,.1929854,.075375073,.82407874,,,,,,,,,,,Private,0,Highly selective private,Highly selective private,Other Top 100 Private
1434,American University,99.400002,99-99.9,.0030781124,.00019843837,.0016086748,,,.0015368059,2.0386631,.043519877,1.9134461,.12335518,.93857884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0025167866,.0001514766,.00067708862,,,,,,,3.7170711,4.1698179,.22371754,.083821937,.89142287,,,,,,,,,,,Private,0,Highly selective private,Highly selective private,Other Top 100 Private
1434,American University,99.5,Top 1,.0030308599,.00018675499,.0016086748,.0025097504,.00041958634,.0015368059,2.0481498,.041414358,1.8840725,.11609244,.91988999,2.6947689,.11850332,1.6330953,.27302495,.60602421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0024453539,.00014245702,.00067708862,,,,,,,3.6115713,4.1900258,.21039642,.079788886,.86194491,,,,,,,,,,,Private,0,Highly selective private,Highly selective private,Other Top 100 Private
1434,American University,100,Top 0.1,.0028737953,.00056047383,.0016086748,,,.0015368059,2.1488655,.13614874,1.7864366,.34840718,.83133942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0020209842,.00041178253,.00067708862,,,,,,,2.9848149,4.3954463,.6081664,.26006037,.67906982,,,,,,,,,,,Private,0,Highly selective private,Highly selective private,Other Top 100 Private
2115,Amherst College,10,0-20,.002969041,.00071696955,.0018411496,.001850431,.00065531884,.00106929,1.1837605,.081032887,1.6126016,.38941404,1.3622701,1.3454251,.1391912,1.7305231,.61285418,1.2862277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00008277587,.000011305105,.00018285096,,,,,,,.45269585,.49516657,.061826885,.016934348,.91422939,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,30,20-40,.003369981,.00056245754,.0018411496,.0016180503,.00039235584,.00106929,1.3030189,.068937607,1.8303678,.30549258,1.4047132,1.3089901,.10570868,1.5132006,.36693117,1.1560062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00010014016,.000010535228,.00018285096,,,,,,,.54766005,.54641348,.05761648,.015094019,1.0022814,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,50,40-60,.0021993446,.00033892988,.0018411496,.0011260597,.00028303626,.00106929,1.0755091,.044686317,1.1945496,.18408601,1.110683,.97292453,.062780969,1.053091,.26469553,1.0823975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00010893682,9.6418116e-06,.00018285096,,,,,,,.59576839,.60482311,.052730441,.013867772,.98502916,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,65,60-70,.0014954279,.00029287735,.0018411496,.00057718944,.00022406013,.00106929,.92170322,.044313982,.8122251,.15907308,.88122195,.81699902,.061146829,.53978759,.20954104,.66069549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000096050564,.000011490542,.00018285096,,,,,,,.5252943,.62048143,.062841028,.017847024,.84659147,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,75,70-80,.0011118808,.00019483066,.0018411496,.00032316786,.00015102896,.00106929,.73984534,.030005708,.60390568,.10582011,.81625938,.70784593,.045753188,.30222657,.14124228,.42696661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.000082413651,9.8292257e-06,.00018285096,,,,,,,.45071492,.6676991,.053755399,.017192304,.67502701,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,85,80-90,.0013481112,.00015059192,.0018411496,.00064787013,.00013148924,.00106929,.76948804,.022522157,.73221165,.081792332,.95155692,.72121251,.036139723,.60588813,.12296874,.84009653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00014488972,.000011999748,.00018285096,,,,,,,.79239249,.96346855,.065625839,.019383889,.82243735,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,92.5,90-95,.0011615477,.00013492159,.0018411496,.00094005524,.00018374476,.00106929,.84161502,.023772957,.63088179,.073281161,.74960852,.89521527,.045808714,.87913966,.1718381,.98204273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00022235001,.000019804036,.00018285096,,,,,,,1.2160177,1.5401382,.10830699,.033205558,.78955102,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,95.5,95-96,.0018645499,.00031862961,.0018411496,.00081169,.00029551957,.00106929,.94007629,.046730101,1.0127096,.17306013,1.0772632,.80594832,.086434916,.75909251,.2763699,.94186252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00046807845,.000062216575,.00018285096,,,,,,,2.5598905,2.1962914,.34025842,.086917102,1.1655514,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,96.5,96-97,.0015065762,.00025479228,.0018411496,.00044703687,.00032717819,.00106929,1.0177214,.045539714,.81828016,.13838761,.80403161,1.0924792,.095353663,.41806889,.30597705,.38267902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00047615168,.00006318558,.00018285096,,,,,,,2.6040425,2.5319545,.34555784,.093320467,1.0284712,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,97.5,97-98,.0019091526,.00026492708,.0018411496,.0018613976,.00044806572,.00106929,1.0992246,.043863069,1.0369351,.1438922,.94333327,1.2500321,.0958094,1.740779,.41903105,1.3925875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00063840271,.000072709576,.00018285096,,,,,,,3.4913828,3.0460255,.39764395,.10159387,1.1462094,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,98.5,98-99,.0033048582,.00035504444,.0018411496,.001496624,.00039288332,.00106929,1.3969384,.04646486,1.7949971,.19283845,1.2849507,1.6172773,.1038467,1.3996427,.36742449,.86543149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00095730816,.000088287074,.00018285096,,,,,,,5.235456,4.0973935,.48283628,.11753301,1.2777528,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,99.400002,99-99.9,.0035099578,.00032088422,.0018411496,,,.00106929,1.5993084,.04825417,1.9063946,.17428471,1.192012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0015408496,.00011923817,.00018285096,,,,,,,8.4268064,5.4015641,.65210581,.14222629,1.5600679,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,99.5,Top 1,.0037768479,.000309077,.0018411496,.0042924732,.00062403211,.00106929,1.617566,.044946529,2.051353,.16787174,1.2681726,1.9357672,.10571523,4.0143209,.58359486,2.0737622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.001682796,.00011782106,.00018285096,,,,,,,9.2031021,5.6508493,.64435571,.13813804,1.6286228,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
2115,Amherst College,100,Top 0.1,.0053770472,.00098789588,.0018411496,,,.00106929,1.7539662,.12620206,2.9204836,.53656471,1.665074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0027358814,.00048991258,.00018285096,,,,,,,14.962358,7.9100575,2.6793001,.52165705,1.8915612,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),NESCAC
1009,Auburn University,10,0-20,.0022708753,.00018320329,.0039840024,.0017320722,.00021750643,.0036269489,.75778812,.022684228,.56999844,.045984734,.75218707,.75452459,.034727316,.47755629,.059969533,.63292342,.090109937,.0084446538,.173593,.059943095,.0088647278,.14690851,.00034263986,.000058597165,.0011363447,.00036653606,.000099453107,.0012886766,.82278115,.029589193,.51908737,.048646282,.63089365,.53661913,.024363205,.3015281,.051566362,.56190336,.75710553,.038868979,.40803012,.060341828,.53893429,.50358593,.038129009,.28442827,.077174604,.56480581,.00052111724,.00002823567,.0020337347,.017758248,.0011138911,.00014099952,.000014749981,.077080682,.00079275126,.25623658,.54212391,.013883655,.0080421027,.47265315,.2303852,.17786098,.014450977,.018606065,.54720074,.40330422,.0098045766,.0090762954,.42102501,.44100946,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,30,20-40,.0024716374,.00014258333,.0039840024,.0020805388,.00019976559,.0036269489,.82170606,.017724946,.62039053,.035788968,.75500298,.74401134,.028719988,.57363331,.055078138,.77100074,.11344113,.0086895349,.173593,.082148463,.0084647229,.14690851,.00039093409,.000050587856,.0011363447,.00036480866,.000084125168,.0012886766,.85892332,.02382626,.65348911,.050056942,.76082361,.60964239,.020230832,.34402773,.044518054,.56431073,.84368396,.031950563,.55918109,.057619013,.66278505,.55277699,.031722583,.28308782,.065280274,.51211941,.00068668247,.000027535378,.0020337347,.024088275,.0011151249,.00018466382,.000014488624,.077080682,.00079275126,.33764604,.63610357,.013539316,.0073936707,.53080356,.31250727,.23294044,.014466983,.018276382,.66241312,.47321653,.0090804305,.0083636716,.47177097,.49224916,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,50,40-60,.0026997877,.0001052373,.0039840024,.0025167274,.00015456775,.0036269489,.81013489,.012374884,.67765713,.026414968,.83647442,.74602121,.020677511,.69389659,.042616468,.93012983,.12817469,.0062221494,.173593,.095342539,.007042787,.14690851,.00045908909,.000038992712,.0011363447,.00043534348,.000069830254,.0012886766,.8868835,.016282039,.73836327,.03584332,.83253694,.63507694,.014372863,.40400511,.034314156,.63615143,.86457199,.024567485,.64899266,.047939952,.75065196,.55999857,.023267986,.33782211,.05418757,.60325533,.0010087495,.000029258983,.0020337347,.043408334,.001419471,.00025527281,.000014864055,.077080682,.00079275126,.4960084,.69954371,.014386824,.0068097194,.70904559,.56315452,.3220087,.018415391,.01874996,.82435882,.55794555,.0094325244,.007952895,.68314248,.57713282,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,65,60-70,.0028505342,.00011451419,.0039840024,.0025380163,.00018334435,.0036269489,.81333178,.013155484,.71549511,.028743504,.87970877,.77666587,.023509292,.69976622,.050550576,.90098745,.13912269,.0070400764,.173593,.10951709,.0086835707,.14690851,.00049958378,.000042955024,.0011363447,.0005436145,.000086484128,.0012886766,.94782162,.018375626,.80143034,.040555071,.84554976,.6556645,.015465702,.43964103,.03780105,.6705274,.93441272,.028313907,.74547821,.059108697,.797804,.5924207,.026739921,.42183933,.067110807,.71206039,.0013098528,.000042248303,.0020337347,.060954593,.0021918828,.00032570207,.000021202559,.077080682,.00079275126,.64406276,.78650087,.020773754,.0091788154,.81889641,.79078948,.41085029,.028436214,.026745537,.97887963,.64011925,.013088808,.010838591,.80785161,.64183396,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,75,70-80,.0032580113,.0001005002,.0039840024,.0025822774,.00016424326,.0036269489,.88768876,.011427492,.8177734,.025225937,.9212389,.80863696,.020955581,.71196961,.045284141,.88045645,.15578163,.005783041,.173593,.11687508,.0081574433,.14690851,.00067217433,.000040300514,.0011363447,.00069138414,.00008620946,.0012886766,.97235346,.014336717,.89739579,.033313792,.92291111,.77431786,.014045767,.59152323,.035465043,.76392817,.93813729,.026128905,.79556376,.05552737,.84802485,.69918442,.025412384,.53650707,.066897668,.76733273,.0017960744,.000045723267,.0020337347,.080818214,.0023236044,.00050417893,.000024492883,.077080682,.00079275126,.88314098,.93206,.022482416,.0093052033,.94751513,1.0484886,.63598627,.030145094,.030896051,1.1016467,.81300724,.012706472,.011394199,.95174676,.78226399,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,85,80-90,.0043738359,.00009583863,.0039840024,.003499479,.00016827064,.0036269489,1.0428374,.010439266,1.0978497,.024055867,1.0527526,.97050774,.020419387,.96485478,.046394542,.99417526,.19604985,.0050577428,.173593,.16841592,.0087865284,.14690851,.00099195831,.000040898733,.0011363447,.0010456564,.000092967901,.0012886766,1.1130815,.011874356,1.129365,.029135639,1.0146292,.97571433,.013199648,.8729378,.035991482,.89466536,1.1147118,.024731608,1.1464001,.059809528,1.0284274,.92800224,.026129032,.81141877,.072142147,.87437159,.0027342641,.000052237843,.0020337347,.13427821,.0028698691,.00085569295,.00002942151,.077080682,.00079275126,1.3444546,1.1926094,.025685672,.0099116573,1.1273218,1.7420474,1.0793965,.037232015,.037113167,1.4281847,1.1542766,.01356735,.012794275,1.2197634,.93512809,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,92.5,90-95,.0056368224,.00013285021,.0039840024,.0051149232,.00026295008,.0036269489,1.2214239,.014035549,1.4148642,.033345915,1.1583728,1.2658668,.030600326,1.4102551,.072498977,1.1140628,.25661096,.006701977,.173593,.26238674,.014333464,.14690851,.0016468805,.000065943321,.0011363447,.0017750328,.00015567681,.0012886766,1.1785569,.015502825,1.4782333,.038607415,1.254274,1.3643056,.019469155,1.449279,.058031086,1.0622832,1.2683876,.035218474,1.7860554,.097567283,1.4081306,1.4475926,.042806532,1.3774074,.12080362,.95151591,.003973206,.00008409041,.0020337347,.21510808,.0051355315,.0015324417,.000052566538,.077080682,.00079275126,1.9536501,1.5578046,.041347779,.015361161,1.2541047,2.7906873,1.9330676,.066625401,.06630899,1.7415782,1.8034948,.021232555,.021691183,1.6023899,1.0718454,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,95.5,95-96,.0063788737,.00029309225,.0039840024,.0059689372,.00063826906,.0036269489,1.3390294,.030530812,1.6011219,.073567286,1.1957332,1.4996251,.072943136,1.6457186,.17597961,1.09742,.28792465,.016524518,.173593,.30727294,.035855401,.14690851,.0025625068,.00017367552,.0011363447,.002898101,.00044024619,.0012886766,1.2109461,.037600085,1.658619,.095191151,1.3696886,1.7290024,.046029679,2.2550435,.15283701,1.3042455,1.2887111,.085506082,2.091594,.24406621,1.6230123,1.954156,.10881331,2.2488971,.34162658,1.1508278,.0049065845,.00020464728,.0020337347,.25296831,.012821027,.0024514783,.00014556079,.077080682,.00079275126,2.4125981,1.8423778,.10062634,.036727421,1.3095024,3.2818639,3.0923676,.16633256,.1836147,1.8284975,2.3912318,.051301509,.054935046,1.7948419,1.2932112,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,96.5,96-97,.0066558635,.00029055355,.0039840024,.0072110319,.00068053883,.0036269489,1.3964247,.030380072,1.6706475,.072930068,1.196375,1.6122845,.075295195,1.9881812,.18763398,1.2331454,.27106127,.015895853,.173593,.34953931,.035358962,.14690851,.0029051809,.00017617611,.0011363447,.0029787202,.00044314677,.0012886766,1.2056537,.041310709,1.5614759,.091569662,1.295128,1.8481476,.046251956,2.5566018,.15503755,1.383332,1.4098129,.08002986,2.3792994,.24068695,1.6876704,2.0252352,.11052769,2.3114567,.3438774,1.1413275,.0053803842,.0002125813,.0020337347,.25222209,.012866215,.0029734045,.00015884735,.077080682,.00079275126,2.6455684,1.9907207,.10452755,.037991922,1.32895,3.2721829,3.7507408,.1669188,.20037477,1.8767129,2.6456442,.051782634,.057538338,1.7435714,1.4177041,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,97.5,97-98,.0069478736,.00029171671,.0039840024,.0081420569,.00070535252,.0036269489,1.471889,.030660937,1.7439431,.073222026,1.1848333,1.7313154,.077595092,2.2448778,.19447544,1.2966313,.28271142,.015787253,.173593,.36661491,.037311707,.14690851,.0033217589,.00019164049,.0011363447,.0041058878,.00051501417,.0012886766,1.2071697,.037488442,1.6285876,.090944067,1.3490958,2.0334494,.048139814,2.9231966,.16864644,1.4375556,1.4454647,.084581308,2.4955323,.25397921,1.7264568,2.3208437,.11701991,3.1861274,.39964578,1.3728316,.0056173448,.00021598718,.0020337347,.2626538,.013066612,.0031781092,.00016327787,.077080682,.00079275126,2.7620833,2.1236825,.10620224,.039010383,1.3006103,3.4075179,4.0089612,.16951863,.20596357,1.893369,2.8840041,.052610971,.059695397,1.7997115,1.3900678,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,98.5,98-99,.0083494103,.00031069867,.0039840024,.0091143567,.00075115211,.0036269489,1.6580449,.031870421,2.0957344,.077986568,1.2639792,1.9848069,.082581006,2.5129542,.20710303,1.266095,.27207255,.015905708,.173593,.3339687,.034727179,.14690851,.004777886,.00022579449,.0011363447,.0051598283,.00057608105,.0012886766,1.0858256,.036021221,1.5673014,.091626436,1.4434191,2.4482942,.052112725,4.2046094,.19870245,1.7173629,1.3017118,.083007134,2.2733109,.23638643,1.7464011,2.7445192,.12730742,4.0039744,.44703305,1.4588983,.0070409486,.00024034035,.0020337347,.25831309,.012798891,.0045515341,.00019492897,.077080682,.00079275126,3.4620783,2.4258037,.11817685,.041537557,1.4271882,3.3512039,5.7414403,.16604538,.2458892,1.7496674,3.4603071,.05248902,.065191649,1.9153377,1.6592286,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,99.400002,99-99.9,.008444488,.00033219028,.0039840024,,,.0036269489,1.7182888,.034295257,2.1195991,.083381042,1.2335523,,,,,,,,.173593,,,.14690851,,,.0011363447,,,.0012886766,,,,,,,,,,,,,,,,,,,,,.0069992957,.0002528294,.0020337347,,,,,.077080682,.00079275126,3.4415972,2.4592898,.12431779,.043988027,1.3994273,,,,,,,,,,,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,99.5,Top 1,.0083784657,.00031566736,.0039840024,.011499816,.00085893262,.0036269489,1.6836494,.032369897,2.1030273,.079233728,1.2490886,2.2452321,.090209328,3.1706583,.23681961,1.412174,.23940465,.014902287,.173593,.32240307,.037399624,.14690851,.0056080264,.00025330656,.0011363447,.0079643903,.00072650058,.0012886766,.97844136,.037446123,1.3791146,.085846126,1.4095016,2.6570983,.055344138,4.9351454,.22291347,1.8573439,1.2574579,.091927536,2.1945841,.25457767,1.7452546,3.2872298,.14308026,6.1802859,.56375706,1.8800894,.0068884455,.00023804567,.0020337347,.22334516,.012799409,.0049788072,.00020349873,.077080682,.00079275126,3.3870914,2.3903778,.11704854,.04114797,1.4169691,2.8975503,6.2804155,.1660521,.25669935,1.5538954,3.5529914,.054928411,.065945245,1.864701,1.7676417,Public,0,Selective public,Selective public,Other Top 100 Public
1009,Auburn University,100,Top 0.1,.0080017457,.0010498117,.0039840024,,,.0036269489,1.3768281,.098276243,2.0084691,.2635068,1.4587654,,,,,,,,.173593,,,.14690851,,,.0011363447,,,.0012886766,,,,,,,,,,,,,,,,,,,,,.0057337172,.00069688552,.0020337347,,,,,.077080682,.00079275126,2.8193045,1.7634139,.34266293,.11127113,1.5987763,,,,,,,,,,,Public,0,Selective public,Selective public,Other Top 100 Public
2708,Barnard College,10,0-20,.0011089436,.00019618339,.0012120487,.0010959704,.00040851164,.0012005962,1.2582285,.072920389,.9149332,.16186099,.7271598,1.4203407,.14427499,.91285509,.34025732,.64270151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00012286552,.00001375986,.00024241253,,,,,,,.50684476,.71896607,.056762166,.023063852,.70496339,,,,,,,,,,,Private,0,Other elite schools (public and private),Other elite schools (public and private),Tier 2 Private
