Unnamed: 0, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,SimillarHTTP, Bwd Packets/s, Total Fwd Packets,Total Length of Fwd Packets, Flow Duration, Total Length of Bwd Packets, Total Backward Packets, Protocol, Inbound, Timestamp, Source Port, Min Packet Length, Fwd Packet Length Min,Flow ID, Packet Length Mean, Fwd Packet Length Max, Average Packet Size, ACK Flag Count, Avg Fwd Segment Size, Fwd Packet Length Mean,Flow Bytes/s, Max Packet Length, Protocol,Fwd Packets/s, Flow Packets/s,Total Length of Fwd Packets, Subflow Fwd Bytes, Destination Port, act_data_pkt_fwd, Label
56450,3,3,0,0.0,0.0,0,0,0,0.0,2,850,3,0,0,17,0,2018-11-03 11:07:31.165863,61850,425,425,172.16.0.5-192.168.50.4-64166-61850-17,425.0,425,637.5,0,425.0,425.0,283333340.0,425,17,666666.7,666666.7,850,850,64166,1,UDP
431,5001511,1,547984,109596.8,150796.23,294916,2,0,1.0896713,12,1267,5506248,282,6,6,0,2018-11-03 11:07:32.871721,51522,0,0,172.104.166.61-192.168.50.9-443-51522-6,81.52631,567,86.05556,1,105.58333600000002,105.58333600000002,281.3168,567,6,2.1793424999999997,3.2690136,1267,1267,443,5,BENIGN
103626,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,1,2018-11-03 11:07:33.007090,49123,397,397,172.16.0.5-192.168.50.4-49123-23296-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,23296,1,UDP
94305,2,2,0,0.0,0.0,0,0,0,0.0,2,794,2,0,0,17,0,2018-11-03 11:07:33.007211,49123,397,397,172.16.0.5-192.168.50.4-23296-49123-17,397.0,397,595.5,0,397.0,397.0,397000000.0,397,17,1000000.0,1000000.0,794,794,23296,1,UDP
429,4762171,2,533803,106760.6,146838.33,286475,2,0,1.1415386,12,1267,5256064,282,6,6,0,2018-11-03 11:07:33.121901,51524,0,0,172.104.166.61-192.168.50.9-443-51524-6,81.52631,567,86.05556,1,105.58333600000002,105.58333600000002,294.7072,567,6,2.2830772,3.4246159,1267,1267,443,5,BENIGN
36450,3,3,0,0.0,0.0,0,0,0,0.0,2,798,3,0,0,17,1,2018-11-03 11:07:33.183853,39900,399,399,172.16.0.5-192.168.50.4-39900-23296-17,399.0,399,598.5,0,399.0,399.0,266000000.0,399,17,666666.7,666666.7,798,798,23296,1,UDP
112711,2,2,0,0.0,0.0,0,0,0,0.0,2,798,2,0,0,17,0,2018-11-03 11:07:33.184000,39900,399,399,172.16.0.5-192.168.50.4-23296-39900-17,399.0,399,598.5,0,399.0,399.0,399000000.0,399,17,1000000.0,1000000.0,798,798,23296,1,UDP
106600,3,3,0,0.0,0.0,0,0,0,0.0,2,774,3,0,0,17,1,2018-11-03 11:07:33.389006,35325,387,387,172.16.0.5-192.168.50.4-35325-23296-17,387.0,387,580.5,0,387.0,387.0,258000000.0,387,17,666666.7,666666.7,774,774,23296,1,UDP
15520,2,2,0,0.0,0.0,0,0,0,0.0,2,774,2,0,0,17,0,2018-11-03 11:07:33.389129,35325,387,387,172.16.0.5-192.168.50.4-23296-35325-17,387.0,387,580.5,0,387.0,387.0,387000000.0,387,17,1000000.0,1000000.0,774,774,23296,1,UDP
112885,3,3,0,0.0,0.0,0,0,0,0.0,2,884,3,0,0,17,1,2018-11-03 11:07:33.442089,61850,442,442,172.16.0.5-192.168.50.4-61850-8094-17,442.0,442,663.0,0,442.0,442.0,294666660.0,442,17,666666.7,666666.7,884,884,8094,1,UDP
55316,3,3,0,0.0,0.0,0,0,0,0.0,2,884,3,0,0,17,0,2018-11-03 11:07:33.442270,61850,442,442,172.16.0.5-192.168.50.4-8094-61850-17,442.0,442,663.0,0,442.0,442.0,294666660.0,442,17,666666.7,666666.7,884,884,8094,1,UDP
1895,2,2,0,0.0,0.0,0,0,0,0.0,2,794,2,0,0,17,1,2018-11-03 11:07:33.581330,52250,397,397,172.16.0.5-192.168.50.4-52250-28291-17,397.0,397,595.5,0,397.0,397.0,397000000.0,397,17,1000000.0,1000000.0,794,794,28291,1,UDP
67914,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,0,2018-11-03 11:07:33.581507,52250,397,397,172.16.0.5-192.168.50.4-28291-52250-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,28291,1,UDP
80794,3,3,0,0.0,0.0,0,0,0,0.0,2,798,3,0,0,17,1,2018-11-03 11:07:33.781637,32887,399,399,172.16.0.5-192.168.50.4-32887-28291-17,399.0,399,598.5,0,399.0,399.0,266000000.0,399,17,666666.7,666666.7,798,798,28291,1,UDP
61330,3,3,0,0.0,0.0,0,0,0,0.0,2,798,3,0,0,17,0,2018-11-03 11:07:33.781815,32887,399,399,172.16.0.5-192.168.50.4-28291-32887-17,399.0,399,598.5,0,399.0,399.0,266000000.0,399,17,666666.7,666666.7,798,798,28291,1,UDP
7272,3,3,0,0.0,0.0,0,0,0,0.0,2,774,3,0,0,17,1,2018-11-03 11:07:34.012121,41539,387,387,172.16.0.5-192.168.50.4-41539-28291-17,387.0,387,580.5,0,387.0,387.0,258000000.0,387,17,666666.7,666666.7,774,774,28291,1,UDP
52764,2,2,0,0.0,0.0,0,0,0,0.0,2,774,2,0,0,17,0,2018-11-03 11:07:34.012247,41539,387,387,172.16.0.5-192.168.50.4-28291-41539-17,387.0,387,580.5,0,387.0,387.0,387000000.0,387,17,1000000.0,1000000.0,774,774,28291,1,UDP
108794,2,2,0,0.0,0.0,0,0,0,0.0,2,850,2,0,0,17,1,2018-11-03 11:07:34.067833,61850,425,425,172.16.0.5-192.168.50.4-61850-45586-17,425.0,425,637.5,0,425.0,425.0,425000000.0,425,17,1000000.0,1000000.0,850,850,45586,1,UDP
42970,3,3,0,0.0,0.0,0,0,0,0.0,2,850,3,0,0,17,1,2018-11-03 11:07:36.869710,61850,425,425,172.16.0.5-192.168.50.4-61850-39655-17,425.0,425,637.5,0,425.0,425.0,283333340.0,425,17,666666.7,666666.7,850,850,39655,1,UDP
41647,2,2,0,0.0,0.0,0,0,0,0.0,2,850,2,0,0,17,0,2018-11-03 11:07:36.869864,61850,425,425,172.16.0.5-192.168.50.4-39655-61850-17,425.0,425,637.5,0,425.0,425.0,425000000.0,425,17,1000000.0,1000000.0,850,850,39655,1,UDP
430,1,1,0,0.0,0.0,0,0,0,0.0,2,31,1,0,0,6,0,2018-11-03 11:07:38.377966,51524,0,0,172.104.166.61-192.168.50.9-443-51524-6,20.666666,31,31.0,0,15.5,15.5,31000000.0,31,6,2000000.0,2000000.0,31,31,443,0,BENIGN
432,0,0,0,0.0,0.0,0,0,0,0.0,2,31,0,0,0,6,0,2018-11-03 11:07:38.377970,51522,0,0,172.104.166.61-192.168.50.9-443-51522-6,20.666666,31,31.0,0,15.5,15.5,-1.0,31,6,0.0,-1.0,31,31,443,0,BENIGN
433,1345,3,2,2.0,0.0,2,2,0,1250.0,5,463,1600,12,2,6,1,2018-11-03 11:07:38.623992,443,0,0,172.104.166.61-192.168.50.9-443-51524-6,59.375,216,67.85714,0,92.6,92.6,296875.0,216,6,3125.0,4375.0,463,463,51524,3,BENIGN
44202,0,0,0,0.0,0.0,0,0,0,2000000.0,1,31,1,12,2,6,1,2018-11-03 11:07:38.625595,443,6,31,172.104.166.61-192.168.50.9-443-51524-6,18.5,31,24.666666,0,31.0,31.0,43000000.0,31,6,1000000.0,3000000.0,31,31,51524,0,BENIGN
434,1528,1,0,0.0,0.0,0,0,0,1305.483,5,463,1532,12,2,6,1,2018-11-03 11:07:38.629187,443,0,0,172.104.166.61-192.168.50.9-443-51522-6,59.375,216,67.85714,0,92.6,92.6,310052.22,216,6,3263.7075,4569.1904,463,463,51522,3,BENIGN
50550,0,0,3,3.0,0.0,3,3,0,31746.031000000003,1,31,63,12,2,6,1,2018-11-03 11:07:38.630722,443,6,31,172.104.166.61-192.168.50.9-443-51522-6,18.5,31,24.666666,0,31.0,31.0,682539.7,31,6,15873.016000000001,47619.047,31,31,51522,0,BENIGN
30396,2,2,0,0.0,0.0,0,0,0,0.0,2,794,2,0,0,17,1,2018-11-03 11:07:40.818166,43157,397,397,172.16.0.5-192.168.50.4-43157-15449-17,397.0,397,595.5,0,397.0,397.0,397000000.0,397,17,1000000.0,1000000.0,794,794,15449,1,UDP
61402,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,0,2018-11-03 11:07:40.818369,43157,397,397,172.16.0.5-192.168.50.4-15449-43157-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,15449,1,UDP
1543,3,3,0,0.0,0.0,0,0,0,0.0,2,798,3,0,0,17,1,2018-11-03 11:07:41.030174,58691,399,399,172.16.0.5-192.168.50.4-58691-15449-17,399.0,399,598.5,0,399.0,399.0,266000000.0,399,17,666666.7,666666.7,798,798,15449,1,UDP
5873,2,2,0,0.0,0.0,0,0,0,0.0,2,798,2,0,0,17,0,2018-11-03 11:07:41.030298,58691,399,399,172.16.0.5-192.168.50.4-15449-58691-17,399.0,399,598.5,0,399.0,399.0,399000000.0,399,17,1000000.0,1000000.0,798,798,15449,1,UDP
4218,3,3,0,0.0,0.0,0,0,0,0.0,2,774,3,0,0,17,1,2018-11-03 11:07:41.222859,34303,387,387,172.16.0.5-192.168.50.4-34303-15449-17,387.0,387,580.5,0,387.0,387.0,258000000.0,387,17,666666.7,666666.7,774,774,15449,1,UDP
38009,2,2,0,0.0,0.0,0,0,0,0.0,2,774,2,0,0,17,0,2018-11-03 11:07:41.223018,34303,387,387,172.16.0.5-192.168.50.4-15449-34303-17,387.0,387,580.5,0,387.0,387.0,387000000.0,387,17,1000000.0,1000000.0,774,774,15449,1,UDP
108182,3,3,0,0.0,0.0,0,0,0,0.0,2,850,3,0,0,17,1,2018-11-03 11:07:42.516900,61850,425,425,172.16.0.5-192.168.50.4-61850-29154-17,425.0,425,637.5,0,425.0,425.0,283333340.0,425,17,666666.7,666666.7,850,850,29154,1,UDP
57397,3,3,0,0.0,0.0,0,0,0,0.0,2,850,3,0,0,17,0,2018-11-03 11:07:42.517077,61850,425,425,172.16.0.5-192.168.50.4-29154-61850-17,425.0,425,637.5,0,425.0,425.0,283333340.0,425,17,666666.7,666666.7,850,850,29154,1,UDP
63186,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,1,2018-11-03 11:07:42.625055,43921,397,397,172.16.0.5-192.168.50.4-43921-15585-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,15585,1,UDP
86943,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,0,2018-11-03 11:07:42.625226,43921,397,397,172.16.0.5-192.168.50.4-15585-43921-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,15585,1,UDP
51283,3,3,0,0.0,0.0,0,0,0,0.0,2,798,3,0,0,17,1,2018-11-03 11:07:42.826506,39164,399,399,172.16.0.5-192.168.50.4-39164-15585-17,399.0,399,598.5,0,399.0,399.0,266000000.0,399,17,666666.7,666666.7,798,798,15585,1,UDP
75450,3,3,0,0.0,0.0,0,0,0,0.0,2,798,3,0,0,17,0,2018-11-03 11:07:42.826627,39164,399,399,172.16.0.5-192.168.50.4-15585-39164-17,399.0,399,598.5,0,399.0,399.0,266000000.0,399,17,666666.7,666666.7,798,798,15585,1,UDP
437,5001308,1,416226,83245.2,115112.13,230831,2,0,1.1171587,12,1267,5370768,282,6,6,0,2018-11-03 11:07:42.876940,33838,0,0,172.105.199.237-192.168.50.9-443-33838-6,81.52631,567,86.05556,1,105.58333600000002,105.58333600000002,288.41312,567,6,2.2343173,3.3514760000000003,1267,1267,443,5,BENIGN
110186,3,3,0,0.0,0.0,0,0,0,0.0,2,774,3,0,0,17,1,2018-11-03 11:07:43.056277,57836,387,387,172.16.0.5-192.168.50.4-57836-15585-17,387.0,387,580.5,0,387.0,387.0,258000000.0,387,17,666666.7,666666.7,774,774,15585,1,UDP
25883,2,2,0,0.0,0.0,0,0,0,0.0,2,774,2,0,0,17,0,2018-11-03 11:07:43.056470,57836,387,387,172.16.0.5-192.168.50.4-15585-57836-17,387.0,387,580.5,0,387.0,387.0,387000000.0,387,17,1000000.0,1000000.0,774,774,15585,1,UDP
38260,2,2,0,0.0,0.0,0,0,0,0.0,2,794,2,0,0,17,1,2018-11-03 11:07:43.230345,55498,397,397,172.16.0.5-192.168.50.4-55498-47619-17,397.0,397,595.5,0,397.0,397.0,397000000.0,397,17,1000000.0,1000000.0,794,794,47619,1,UDP
3105,2,2,0,0.0,0.0,0,0,0,0.0,2,794,2,0,0,17,0,2018-11-03 11:07:43.230487,55498,397,397,172.16.0.5-192.168.50.4-47619-55498-17,397.0,397,595.5,0,397.0,397.0,397000000.0,397,17,1000000.0,1000000.0,794,794,47619,1,UDP
456,5003681,0,11326502,306121.7,539116.2,2296819,0,0,3.0336689999999997,27,2614,12526086,6292,38,6,1,2018-11-03 11:07:43.342183,28798,0,0,172.16.0.5-192.168.50.4-28798-22-6,134.93939,648,137.01538,1,96.81481,96.81481,710.9962,976,6,2.1555017999999997,5.189171,2614,2614,22,18,UDP
5467,3,3,0,0.0,0.0,0,0,0,0.0,2,798,3,0,0,17,1,2018-11-03 11:07:43.430033,48728,399,399,172.16.0.5-192.168.50.4-48728-47619-17,399.0,399,598.5,0,399.0,399.0,266000000.0,399,17,666666.7,666666.7,798,798,47619,1,UDP
11773,2,2,0,0.0,0.0,0,0,0,0.0,2,774,2,0,0,17,1,2018-11-03 11:07:43.659236,53233,387,387,172.16.0.5-192.168.50.4-53233-47619-17,387.0,387,580.5,0,387.0,387.0,387000000.0,387,17,1000000.0,1000000.0,774,774,47619,1,UDP
16328,2,2,0,0.0,0.0,0,0,0,0.0,2,794,2,0,0,17,1,2018-11-03 11:07:44.434903,35757,397,397,172.16.0.5-192.168.50.4-35757-19837-17,397.0,397,595.5,0,397.0,397.0,397000000.0,397,17,1000000.0,1000000.0,794,794,19837,1,UDP
84300,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,0,2018-11-03 11:07:44.435055,35757,397,397,172.16.0.5-192.168.50.4-19837-35757-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,19837,1,UDP
65452,2,2,0,0.0,0.0,0,0,0,0.0,2,798,2,0,0,17,1,2018-11-03 11:07:44.640433,54589,399,399,172.16.0.5-192.168.50.4-54589-19837-17,399.0,399,598.5,0,399.0,399.0,399000000.0,399,17,1000000.0,1000000.0,798,798,19837,1,UDP
81665,3,3,0,0.0,0.0,0,0,0,0.0,2,774,3,0,0,17,1,2018-11-03 11:07:44.866883,41863,387,387,172.16.0.5-192.168.50.4-41863-19837-17,387.0,387,580.5,0,387.0,387.0,258000000.0,387,17,666666.7,666666.7,774,774,19837,1,UDP
66937,2,2,0,0.0,0.0,0,0,0,0.0,2,850,2,0,0,17,1,2018-11-03 11:07:45.975674,61850,425,425,172.16.0.5-192.168.50.4-61850-21964-17,425.0,425,637.5,0,425.0,425.0,425000000.0,425,17,1000000.0,1000000.0,850,850,21964,1,UDP
113435,2,2,0,0.0,0.0,0,0,0,0.0,2,850,2,0,0,17,0,2018-11-03 11:07:45.975810,61850,425,425,172.16.0.5-192.168.50.4-21964-61850-17,425.0,425,637.5,0,425.0,425.0,425000000.0,425,17,1000000.0,1000000.0,850,850,21964,1,UDP
19702,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,1,2018-11-03 11:07:46.252597,51377,397,397,172.16.0.5-192.168.50.4-51377-64908-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,64908,1,UDP
114185,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,0,2018-11-03 11:07:46.252756,51377,397,397,172.16.0.5-192.168.50.4-64908-51377-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,64908,1,UDP
11440,3,3,0,0.0,0.0,0,0,0,0.0,2,798,3,0,0,17,1,2018-11-03 11:07:46.453308,34816,399,399,172.16.0.5-192.168.50.4-34816-64908-17,399.0,399,598.5,0,399.0,399.0,266000000.0,399,17,666666.7,666666.7,798,798,64908,1,UDP
436,0,0,0,0.0,0.0,0,0,0,34.730663,1,6,28793,6,1,6,0,2018-11-03 11:07:46.611005,60519,6,6,192.168.50.8-72.21.91.29-60519-80-6,6.0,6,9.0,0,6.0,6.0,416.76797,6,6,34.730663,69.46133,6,6,80,0,BENIGN
76801,0,0,3,3.0,0.0,3,3,0,9950.249,1,6,201,12,2,6,1,2018-11-03 11:07:46.639800,80,6,6,192.168.50.8-72.21.91.29-60519-80-6,6.0,6,8.0,0,6.0,6.0,89552.24,6,6,4975.1245,14925.373,6,6,60519,0,BENIGN
49409,3,3,0,0.0,0.0,0,0,0,0.0,2,774,3,0,0,17,1,2018-11-03 11:07:46.646797,43655,387,387,172.16.0.5-192.168.50.4-43655-64908-17,387.0,387,580.5,0,387.0,387.0,258000000.0,387,17,666666.7,666666.7,774,774,64908,1,UDP
44422,3,3,0,0.0,0.0,0,0,0,0.0,2,850,3,0,0,17,1,2018-11-03 11:07:47.706077,61850,425,425,172.16.0.5-192.168.50.4-61850-6349-17,425.0,425,637.5,0,425.0,425.0,283333340.0,425,17,666666.7,666666.7,850,850,6349,1,UDP
18570,2,2,0,0.0,0.0,0,0,0,0.0,2,850,2,0,0,17,0,2018-11-03 11:07:47.706261,61850,425,425,172.16.0.5-192.168.50.4-6349-61850-17,425.0,425,637.5,0,425.0,425.0,425000000.0,425,17,1000000.0,1000000.0,850,850,6349,1,UDP
33278,3,3,0,0.0,0.0,0,0,0,0.0,2,850,3,0,0,17,1,2018-11-03 11:07:47.972744,61850,425,425,172.16.0.5-192.168.50.4-61850-62519-17,425.0,425,637.5,0,425.0,425.0,283333340.0,425,17,666666.7,666666.7,850,850,62519,1,UDP
44320,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,1,2018-11-03 11:07:48.054638,57720,397,397,172.16.0.5-192.168.50.4-57720-38625-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,38625,1,UDP
37426,3,3,0,0.0,0.0,0,0,0,0.0,2,794,3,0,0,17,0,2018-11-03 11:07:48.054773,57720,397,397,172.16.0.5-192.168.50.4-38625-57720-17,397.0,397,595.5,0,397.0,397.0,264666670.0,397,17,666666.7,666666.7,794,794,38625,1,UDP
438,1,1,0,0.0,0.0,0,0,0,0.0,2,31,1,0,0,6,0,2018-11-03 11:07:48.247709,33838,0,0,172.105.199.237-192.168.50.9-443-33838-6,20.666666,31,31.0,0,15.5,15.5,31000000.0,31,6,2000000.0,2000000.0,31,31,443,0,BENIGN
66195,3,3,0,0.0,0.0,0,0,0,0.0,2,798,3,0,0,17,1,2018-11-03 11:07:48.260374,40211,399,399,172.16.0.5-192.168.50.4-40211-38625-17,399.0,399,598.5,0,399.0,399.0,266000000.0,399,17,666666.7,666666.7,798,798,38625,1,UDP
439,1039,2,1,1.0,0.0,1,1,0,1480.3849,5,463,1351,12,2,6,1,2018-11-03 11:07:48.431622,443,0,0,172.105.199.237-192.168.50.9-443-33838-6,59.375,216,67.85714,0,92.6,92.6,351591.4,216,6,3700.9622,5181.347,463,463,33838,3,BENIGN
70904,0,0,1,1.0,0.0,1,1,0,1000000.0,1,31,2,12,2,6,1,2018-11-03 11:07:48.432975,443,6,31,172.105.199.237-192.168.50.9-443-33838-6,18.5,31,24.666666,0,31.0,31.0,21500000.0,31,6,500000.0,1500000.0,31,31,33838,0,BENIGN
45275,3,3,0,0.0,0.0,0,0,0,0.0,2,774,3,0,0,17,1,2018-11-03 11:07:48.454125,35188,387,387,172.16.0.5-192.168.50.4-35188-38625-17,387.0,387,580.5,0,387.0,387.0,258000000.0,387,17,666666.7,666666.7,774,774,38625,1,UDP
442,0,0,0,0.0,0.0,0,0,0,37.574207,1,6,26614,6,1,6,0,2018-11-03 11:07:48.639026,60539,6,6,172.217.2.174-192.168.50.8-80-60539-6,6.0,6,9.0,0,6.0,6.0,450.8905,6,6,37.574207,75.148415,6,6,80,0,BENIGN
443,0,0,0,0.0,0.0,0,0,0,24.276557999999998,1,6,41192,6,1,6,0,2018-11-03 11:07:48.639028,60534,6,6,192.168.50.8-216.58.219.226-60534-80-6,6.0,6,9.0,0,6.0,6.0,291.3187,6,6,24.276557999999998,48.553115999999996,6,6,80,0,BENIGN
108506,0,0,2,2.0,0.0,2,2,0,12269.938,1,6,163,12,2,6,1,2018-11-03 11:07:48.665642,80,6,6,172.217.2.174-192.168.50.8-80-60539-6,6.0,6,8.0,0,6.0,6.0,110429.445,6,6,6134.969,18404.908,6,6,60539,0,BENIGN
26639,0,0,2,2.0,0.0,2,2,0,19607.843999999997,1,6,102,12,2,6,1,2018-11-03 11:07:48.680223,80,6,6,192.168.50.8-216.58.219.226-60534-80-6,6.0,6,8.0,0,6.0,6.0,176470.6,6,6,9803.921999999999,29411.766,6,6,60534,0,BENIGN
64541,3,3,0,0.0,0.0,0,0,0,0.0,2,850,3,0,0,17,1,2018-11-03 11:07:48.946314,61850,425,425,172.16.0.5-192.168.50.4-61850-37145-17,425.0,425,637.5,0,425.0,425.0,283333340.0,425,17,666666.7,666666.7,850,850,37145,1,UDP
