id,name,genre,artists,album,popularity,duration_ms,explicit
13gDxn2tYUGS0sawL4kzWp,Philadelphia,alt-rock,alt-J,The Dream,33,218093,False
3WtldAA054sX3ZWCiFjX4O,Ghostlove (1st Movement),alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,65387,False
3PsHpAptfclBD9jVWBKqb1,Bane,alt-rock,alt-J,The Dream,29,310000,False
61Adh3QebIXwos3HqbUri1,Ghostlove (2nd Movement),alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,61672,False
17PtEAxSnO1aFWiMukDMWk,Alternative Trouble,alt-rock,LUCKI,Alternative Trap,34,198060,True
58qlWRmqnMIKBRu0OaiTQ0,Ghostlove (3rd Movement),alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,75046,False
3TY8GltNNtMpDS3YY6tJqo,"Bloodflood, Pt. II",alt-rock,alt-J,This Is All Yours,30,319497,False
4iM7P0ApqrIAzJQzL9UFiC,Ghostlogue,alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,97338,False
6LFZWSRtgzCXxNbQNOV8yz,Chicago,alt-rock,alt-J,The Dream,30,235386,False
0kH190Vf9KRHfFOhZCaQxv,Ghosterture,alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,43839,False
3LvZJiw3K6loTGtfuSrLCM,Losing My Mind,alt-rock,alt-J,The Dream,24,282000,False
2UkEUyOLpOHIZn5hAfgRpK,ROCK THAT SHIT! - Slowed Down,alt-rock,"Anarchist Sanctuary, asteria",ROCK THAT SHIT! (Alternate Mixes),32,121658,True
57gf8TTzlk1BE5R4C7gfz6,Hunger of the Pine,alt-rock,alt-J,Hunger of the Pine,26,298670,False
35a7EjRYYLLyH4prB1zExl,Rock and Roll - Alternate Mix,alt-rock,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),32,219680,False
2H6NbSsccvcT1j4jwAjDmf,Pusher,alt-rock,alt-J,This Is All Yours,29,209270,False
428wldKJlnRDngUc7UPS2C,Georgia Rhythm,alt-rock,Atlanta Rhythm Section,A Rock And Roll Alternative,30,292733,False
2gODWsWhiGdm5ERRKJMVFx,s.A.D,alt-rock,The Exies,s.A.D,33,238130,False
4goPVvd80KQ6a6uJcvQc5i,ROCK THAT SHIT! - Sped Up,alt-rock,"Anarchist Sanctuary, asteria",ROCK THAT SHIT! (Alternate Mixes),28,102860,True
3xiJykFwZZgioOjFVuyr2M,Misfits : SOLAR,alt-rock,ALT BLK ERA,Misfits : SOLAR,29,179317,False
5QOXH3mNBeA3BEVmi4U3Cl,Alternative Rock,alt-rock,"HOYO-MiX, 王可鑫",Honkai: Star Rail - Out of Control (Original Game Soundtrack),26,78750,False
1lmMwYy7UlBFCmBWWYeIjB,Awake 24,alt-rock,Ra,Awake 24,26,243654,False
40m4TVdRgogwawVxD9qEwk,Rock Steady,alt-rock,Alton Ellis,Treasure Isle Collection,22,158106,False
1yDraXjOPLhkBljQq6HCQ8,Walk a Mile,alt-rock,alt-J,The Dream,25,389933,False
2e4vEkdm8h8mNnGHSBfTMT,Ve Kamleya,alt-rock,"Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",Rocky Aur Rani Kii Prem Kahaani (Original Motion Picture Soundtrack),50,246988,False
035SyYaZBffdxtuHRPE5SD,"Keep The Change, You Filthy Animal",alt-rock,All Time Low,Nothing Personal (Deluxe Version),31,200133,False
4oNm4AlbUo8XEDayfLxoup,Rocker,alt-rock,Alter Ego,Transphormer,28,288053,False
0T5BNAzHqpSpJPbNeRYp7e,Alternate Reality 3035,alt-rock,tiedye ky,Basspunk Loverboy (Remastered),19,207483,False
5b0KMebx2ZOPv91U42xOSv,Rock Around With Ollie Vee - Alternate Version,alt-rock,Buddy Holly,That'll Be The Day,31,138066,False
0Sbvy1JbpkhtTvVvpvRoEs,Face in the Wind,alt-rock,311,Mosaic,23,220933,False
1krpd6EfCr6laRrmH7qBP2,Rock Around the Clock (Alternate Take),alt-rock,Bill Haley & His Comets,Presenting Bill Haley & His Comets,30,131080,False
7v0Pll0A9YnsiyYpzIRXDy,A.D.D,alt-rock,alt.,ABEYANCE,28,217582,True
3scsKPy4dLwvWjF8MgIXPQ,I'm Still in Love With You,alt-rock,Alton Ellis,Sings Rock and Soul,21,201493,False
0ZFQxmNIOj03o7OMaiPcVX,Alternative Outro,alternative,LUCKI,Alternative Trap,41,290063,True
2yE3bwbhqypdsuhmv48Svn,Alternative Ulster,alternative,Stiff Little Fingers,Inflammable Material,45,163880,False
4ylj6KTRlC25nhizGTlFPA,the alternative,alternative,Lyn Lapid,to love in the 21st century,46,183693,False
7BgR4y0YtloMsx8uaZqgiX,ALTERNATIVE,alternative,RØRY,Family Drama,39,184800,False
17PtEAxSnO1aFWiMukDMWk,Alternative Trouble,alternative,LUCKI,Alternative Trap,34,198060,True
5CUMbEbUWSQ78MJl6kCEyy,ALTERNATIVE,alternative,RØRY,ALTERNATIVE,28,184800,False
4p1ajZ2s5MGd5pg3knrI2D,Alternative Outro,alternative,LUCKI,Alternative Trap,20,290063,True
6MG4zuO1TDYLthCXnnuFA3,Alternative Universe,alternative,Apel8,Alternative Universe,32,156168,False
0hx7G6WWGpvz1wbQqFhZix,Alternative Baby,alternative,Reel Big Fish,Turn The Radio Off,21,177266,False
6nfDT5gdEAjc1oqtZZ6NZ8,Alternative Radio,alternative,Spose,Why Am I So Happy?,24,229941,True
6gm72gIqAhWNHpnNqQT1xs,Alternative Girlfriend,alternative,Barenaked Ladies,Disc One: All Their Greatest Hits 1991 - 2001,22,261613,False
4C5b0yjGQCeQvqtWNu63hu,Alternative,alternative,The Exploited,Singles & Rarities 1980-1983,30,120506,True
6aiY5SUOKG7cIg4IBiqR88,alternate universe,alternative,Zeph,crush (demos),26,56608,False
3nf8bPxahKPbLJxPYCEpMv,Alternative Thoughts,alternative,"Lofi Bee, Ogi Feel the Beat, Chill Select",Alternative Thoughts,27,138666,False
7hkZB3PBuxYvoIAWSJyu0C,the alternative,alternative,Lyn Lapid,to love in the 21st century: the epilogue,28,183693,False
5uISOA1qg9sqUBW3RHBIGG,Alternative Healer,alternative,"Meditation Music Zone, Mindfulness Meditation Music Spa Maestro, Meditação e Espiritualidade Musica Academia","New Meditation Experience – Buddhist Meditation Music, Spiritual Enlightenment, Equanimity, Mantra Background Music",21,311373,False
0T5BNAzHqpSpJPbNeRYp7e,Alternate Reality 3035,alternative,tiedye ky,Basspunk Loverboy (Remastered),19,207483,False
0xJDTRuEuSlP95wHnrLnLx,In Dreams - Alternative Version,alternative,Sierra Ferrell,In Dreams (Alternative Version),49,163149,False
5QOXH3mNBeA3BEVmi4U3Cl,Alternative Rock,alternative,"HOYO-MiX, 王可鑫",Honkai: Star Rail - Out of Control (Original Game Soundtrack),26,78750,False
4OMIla1g8I2gD7BcX1er6E,Alternate Ending,alternative,Liza,The Alternate Ending,29,158478,False
5yYKXfy77bJ2ruKozl25QM,Alternative Space,alternative,ぬいぐるみクレヨン Lush Crayon,Mine on the Street,22,252464,False
1WVBHXEnvQ8TNPPTsoejMS,Alternate Ending,alternative,Chloe Ament,Alternate Ending,15,248661,False
6h77X5H4dP9l2jzG92vVv0,The Alternative Polka,alternative,"""Weird Al"" Yankovic",Bad Hair Day,34,290906,False
25F4aCgBMe1g3c2v8ftZuI,Alternate Reality,alternative,Cowboy Mouth,Alternate Reality,13,211897,False
51q8dtQBsoDWAMEcGhKsXa,"…well, better than the alternative",alternative,Will Wood,The Normal Album,46,254986,True
1k3I0SuAtNLKmvYZUySb0v,Alternative,alternative,Ambriosa Flame,Alternative,12,62000,False
5amsbekD8wrUSrOw0O2jlS,Alternative Flow,alternative,Sarah Fortwo,Alternative Flow,24,113880,False
4XDHGaAFSH4Q8J4rCbnZwv,alt psycho (Intro),alternative,Layto,alternative psycho (deluxe),15,53276,False
6JTHK2MNg5iFewS1PVk4ZX,Alternative,alternative,Decanõe,Alternative,25,176597,False
1JI1QrQ7FrtZRqW1dXcvLd,ALTERNIAN IDIOT,alternative,Broadway Homestuck,Broadway Karkat,17,175229,False
1OTTsC0cNRDUXNTULzJMsu,You Are an Idiot! - Alternative Version [Sped Up],alternative,APOCALIPSIS,You Are an Idiot! (Alternates),50,114335,False
4uAalOPic5WOPJF1kANXCt,Since I Don't Have You (Alternative Take),alternative,The Skyliners,The Skyliners,46,158840,False
7fCwdq1teIVh8QdYDWghnQ,Undefined,alternative,Alter.,Undefined,24,124675,False
0dA2HIxFnBXsZtsJO7jF6m,Alternative 3 - Remastered 2005,alternative,Brian Eno,Music For Films,18,195066,False
723keHhbyPlh9sWWSCNsU0,Alternative to Love,alternative,Brendan Benson,The Alternative to Love,7,275960,False
7mkqtJT64b7DqVmsleEItj,Alternative Rush,alternative,"Rebelion, Sub Sonik, LXCPR",The First Dose,36,96203,False
72FGmNspFL56LlAmwM1Rzv,Alternate Realities pt. I,alternative,Feverkin,Alternate Realities (Original Soundtrack),27,265000,False
0qRSrdDK4xj1doRViNPYwM,Roadrunner (Alternative Version),alternative,The Modern Lovers,The Modern Lovers (Expanded Version),44,295013,False
5w9JCQrdI23pJA68bJIUlJ,Black Sheep III,alternative,Alternative Radio,Black Sheep III,4,184616,False
7J3X43vYtibhBI3aIvLQL3,Concertina Ballerina,alternative,Alternative Radio,Retrospect,29,175098,False
5AAPK0dTyOrjpOE5CxZ4G5,The Alternative Song,alternative,Thousand Foot Krutch,Set It Off,10,264946,False
4CmPBOuhNWAA7AdaOYyTp5,The Alternative,alternative,Cusp,Thanks So Much,23,214186,False
6NFSt8JDyjn02DTVGZPVdF,All That I See,alternative,The Alternate Routes,A Sucker's Dream,17,227080,False
6EmZb3bivxqrUsOgix6pP2,ALTERNATIVE REALITY,alternative,"MoonDeity, Phonk Killer",VOICE OF THE SOUL,18,149192,True
6Rt5MfCSRWFDFPKMT7LKPp,Satellite City,alternative,Alternative Radio,Subject to Status,13,208431,False
6D4DDG0bTiCaC4x8EBvkSi,Lady Stardust - Alternative Version - Take 1,alternative,David Bowie,Lady Stardust (Alternative Version - Take 1),45,207131,False
47ikjIBA3xrUUh9IwfSchC,New Alternative,alternative,No Hotel,New Alternative,5,172710,False
471RMuDrTQqwjdaZ3zLp9L,Great Summer - Soundtrack Version Genre Alternative,alternative,Vance Joy,Great Summer,38,222600,False
5LgImTEsMdxEqXa1J4p3CT,ALTERNATIVE,alternative,RØRY,hurt myself,9,184800,False
58aUcXS67lMkTXQ5sayQiZ,Your Name - Alternative,alternative,"Lissom, Julien Marchal, Lowswimmer",Your Name,43,163182,False
6VrBWh90BiwWmwKtvwWFcq,Ambiente,ambient,J Balvin,Vibras,50,248826,False
01MV13Hg9sfFNtgcMidjgE,Ambient White Tones,ambient,Hovar,Lean Noise,62,123702,False
69pQIBBVLEDaEOdlGqJcyL,Ambient Reverie,ambient,Rangitoto,Ambient Reverie,43,123870,False
1j1OFNK8Bg4KPZ9l6ME6MW,Ambient,ambient,Sound Xscape,Ambient,20,208666,False
458TLdY9RwkXQaDTSaiLYi,Ambient Rain,ambient,chill phil,Rain & Thunder - Ambient Music,55,134000,False
36tnV7rW48F4aqS0oxOhrs,Beyond,ambient,Avery's Ambient,A New Day,48,83478,False
3GOLdD4ay0GxLazBZlLlHM,Ambient,ambient,Rayne,Ambient,17,32250,False
6CvRhqgufOLoYhujaZoxSt,Ambient Brown 150 Hz Soft Q,ambient,Ambient Eclipse,Focus Freq.,56,182624,False
4XkGJeHgiHUL8vfdBEIXJQ,End,ambient,Kilometre Club,End,37,180768,False
594A2YE8gufLhoi5ZyZz1c,ambient,ambient,ERS Lofi,ambient,19,128093,False
