Name,Distance (ly),Luminosity (L/Lo),Radius (R/Ro),Temperature (K),Spectral Class
Castor,52.3208563941243,52.46460236565418,2.3580848977347673,10286.21254520186,A1V
Castor,51.687127344898485,57.564078324527344,2.4793370398018366,10314.20142645494,A1V
Bellatrix,240.3505524329565,6403.480526616087,5.803192364925976,22632.467298684776,B2III
Polaris,323.4772161689265,2202.925953103468,37.430399789571695,5986.795558342898,F7Ib
Castor,52.31788545862922,54.098680128048926,2.3832137598247782,10264.67768772168,A1V
Barnard's Star,5.5635565189978085,-3.4589548280686215,0.14953611720828194,3115.0666806206127,M4Ve
Vega,25.02265608280089,43.21333423901169,2.4233371866214184,9631.823941413108,A0V
Wolf 359,8.040322484690764,3.518164733709185,0.2159582033041309,2786.809004459221,M6V
Regulus,79.457885087804,284.3075843561486,3.1848771847975916,12429.346874442883,B7V
Polaris,322.7090337593032,2201.1895342191797,37.558280857740726,5986.9294428280555,F7Ib
Antares,549.8094446057289,10004.888893429817,679.9451981136416,3503.22033874066,M1.5Iab
Regulus,78.84980314077531,283.1518425898611,3.1746164987628713,12414.98856094767,B7V
Acrux,320.53588050006994,25000.424960003416,8.30013131527051,27969.950394242773,B0.5IV
Alnilam,1999.5922378259786,53697.14296034396,32.48838765422113,27489.295431556606,B0Ia
Bellatrix,239.79573031543998,6401.125654435876,5.829045687901594,22632.624354404084,B2III
Hadar,349.8378240849879,50002.534526391784,8.94744777918556,25006.352397614006,B1III
Rigil Kentaurus,4.039455513108716,0.2620564024777934,1.3098243183774203,5823.975302815448,G2V
Vega,25.32510113537497,44.01956664255118,2.338790440069123,9648.560925173246,A0V
Alnilam,2000.3720438244097,53702.88073058354,32.357275804804594,27504.394522638224,B0Ia
Ross 154,9.93913784187845,-3.6471413928808327,0.23960331933197554,2767.195283308996,M3.5V
Vega,24.53113047299527,38.00891382001232,2.4294754005156816,9615.603301550884,A0V
Alnilam,2000.4789929236533,53701.23908573748,32.473046207098115,27463.288997937103,B0Ia
Castor,51.78867651717732,57.40613996148579,2.4323768195012194,10276.929953106777,A1V
Betelgeuse,642.1530702565499,126000.10150499652,886.9045632911253,3462.1435724115922,M2Iab
Alnilam,1999.880482110407,53695.72165124452,32.35326480955992,27490.40560120546,B0Ia
Bellatrix,240.30865829394963,6398.706399629343,5.727504552499588,22561.66109433901,B2III
Hadar,349.98072783140907,50000.69303998948,8.940299046830283,25043.812798420327,B1III
Barnard's Star,6.102187239521027,-0.6905551570802375,0.2265784314346753,3158.9781846800365,M4Ve
Barnard's Star,6.098594827311291,-3.3303098730228937,0.12291605693194557,3144.711153515979,M4Ve
Spica,250.4596817064251,21996.281907685272,7.481964414843237,25371.671565613717,B1III-IV
Deneb,2600.219144334045,195996.44277808978,203.09713635797436,8512.606175957664,A2Ia
Bellatrix,239.80471588472972,6400.473393470613,5.678484912182976,22628.27195885336,B2III
Fomalhaut,25.040609497955693,20.8052240111299,1.8933606922604622,8570.329145806458,A3V
Rigil Kentaurus,4.0542023166505174,5.3173565377787355,1.1417731281419847,5802.341326578711,G2V
Vega,25.145088627017778,35.23872230380841,2.3238256403915494,9614.217107611483,A0V
Canopus,309.5332875345678,10502.614219521176,71.06798014581466,7323.458433377934,A9II
Ross 154,9.61921476063749,-3.572031571628307,0.0978087615313327,2796.4035456819356,M3.5V
Betelgeuse,642.0262242230878,125998.59509722542,886.939182195466,3543.743725665777,M2Iab
Altair,17.004752557357463,15.509653584166163,1.5741356101164594,7589.01886160571,A7V
Procyon,10.930399214053109,8.573241191737985,1.9730986292291883,6548.089233804079,F5IV-V
Betelgeuse,642.1523114825334,125996.07898971764,886.9540167980291,3465.584906649717,M2Iab
Sirius,8.40488504234644,30.363211555162465,1.6975503190465253,9929.197486761122,A1V
Hadar,349.89703894408365,50003.29860598514,9.072118415520334,25020.059682136376,B1III
Arcturus,36.55940961200518,173.1186537350129,25.327584506221395,4293.232149954749,K1.5III
Ross 154,9.762760206254507,-0.22596537315790627,0.10437345974328288,2771.1757655682736,M3.5V
Alnilam,2000.4968087684344,53700.915273161765,32.32831679585277,27522.876506962413,B0Ia
Lalande 21185,8.539132551448054,-1.0184094871245468,0.3484419457491451,3396.2390187861406,M2.1V
Polaris,322.7829657396212,2197.4579935613187,37.56516587074775,6063.924563018583,F7Ib
Deneb,2599.541671531891,195998.9041368802,202.92157091325018,8503.08100456294,A2Ia
Vega,24.959311232910533,38.236535117812586,2.2955242719863977,9650.454657524815,A0V
Acrux,321.3978818285302,25002.451304950046,8.40073431108804,28000.481701856206,B0.5IV
Spica,250.3496408249325,22004.59479708713,7.48705009677652,25392.535590103464,B1III-IV
Capella,42.98764050809396,80.53611367039014,11.928552734356183,4936.351352278644,G8III
Altair,16.790538913857493,7.001586190285418,1.6190056898410539,7500.178549124861,A7V
Antares,550.3341533847138,9997.61131020143,680.029117220661,3516.839353089165,M1.5Iab
Capella,42.80414644083066,77.7419793077256,12.028719516305973,4937.014499217616,G8III
Wolf 359,7.987098773049044,-4.9033579226853,0.25746878785429467,2800.610804893218,M6V
Spica,250.1853696897831,22002.94677024924,7.329968093356848,25440.0209321473,B1III-IV
Acrux,320.5863393634801,24997.637919736644,8.310447834832418,27989.401366565075,B0.5IV
Mira,418.21532323512395,8697.78504078488,369.95011289757565,2955.942150604245,M7IIIe
Altair,17.114041468810747,7.967577662722815,1.6666693118467406,7589.938436857879,A7V
Betelgeuse,642.4002182709401,125995.07325895016,887.0102958691334,3481.0895756208192,M2Iab
Barnard's Star,6.066146574141507,-4.202962127667188,0.18560290038694682,3157.0629115253996,M4Ve
Achernar,144.41347739924058,3145.670632301648,9.151738144396306,14986.331180964033,B6Vep
Aldebaran,65.1820343113461,515.388476668136,44.22384644093751,3907.5149974842684,K5III
Antares,550.2111451274665,9999.116102372378,679.9672994027036,3549.315194904685,M1.5Iab
Hadar,349.8618670626462,50004.94895125297,8.924915431984006,24982.455998433135,B1III
Arcturus,36.66414022992508,171.1056762518648,25.322341069807717,4254.144469573005,K1.5III
Aldebaran,64.86663507615103,516.5412218579359,44.14298534438638,3892.8923877416173,K5III
Regulus,78.6610515633756,286.1262199301582,3.1039473513253473,12455.978660537863,B7V
Lalande 21185,8.389619801046,-1.6420207674531937,0.2917824459123116,3439.2127163789055,M2.1V
Canopus,310.30248789941453,10501.328054061814,70.99461190714392,7352.700290205437,A9II
Canopus,310.1123839470811,10496.34418086692,70.93894825544076,7392.756918098973,A9II
Acrux,321.1642531708573,25001.97379001607,8.476967513522574,28002.686917940457,B0.5IV
Sirius,8.178965638409595,23.018882776264523,1.6429830796078737,9961.260787473504,A1V
Canopus,310.4339221913486,10500.701090322545,71.07120441889143,7343.565554910746,A9II
Rigil Kentaurus,4.107727284195991,2.0465447810028436,1.1342043679791856,5799.58379279055,G2V
Rigil Kentaurus,4.402094885920716,3.255888946307942,1.1325926429277804,5784.487491811251,G2V
Sirius,9.003723782469484,25.31721426439794,1.7682429170729694,9945.938898140306,A1V
Barnard's Star,5.77531813296572,-1.9476137463014966,0.18516435027980302,3100.1967912356345,M4Ve
Polaris,322.69367242714384,2203.214692898426,37.58057570411819,5973.267626537678,F7Ib
Spica,249.71633706178963,22000.712538786633,7.4530069804035035,25382.54424773179,B1III-IV
Spica,249.7559118255533,21997.467782210406,7.403967800257108,25413.23854342704,B1III-IV
Procyon,11.548017997505934,11.179783704362094,2.0768331643377036,6532.552150833123,F5IV-V
Acrux,320.68121543300316,24999.998219227884,8.331568002897049,27976.048166346933,B0.5IV
Antares,550.0925105716918,9997.105346601093,679.9637801969628,3462.614891178801,M1.5Iab
Rigil Kentaurus,3.9786325410020655,-2.119236183448141,1.154587336979579,5743.193545774129,G2V
Vega,25.47379567716754,41.94883657141961,2.2836267337545935,9636.2663929921,A0V
Barnard's Star,5.503354374007524,-1.4261367429859866,0.19373771952839025,3138.143529653492,M4Ve
Aldebaran,65.27837547917696,516.7874159559605,44.19667580773142,3891.6958488395844,K5III
Alpha Centauri B,3.9962177138878325,-2.5988815711687474,0.883037871335775,5231.122023964701,K1V
Canopus,310.2691827891006,10496.17932647521,71.09609603499091,7379.760016569846,A9II
Castor,51.78765008596086,52.55239172717802,2.377917302214843,10339.144211828336,A1V
Rigil Kentaurus,4.088694603367449,0.30507316365590653,1.159697069308526,5815.131546667408,G2V
Aldebaran,64.5902948982921,519.3372320256896,44.26426716265437,3916.6136134918343,K5III
Altair,16.342681874475897,14.591181440400177,1.6839372242618915,7534.755587192668,A7V
Arcturus,36.246122455758346,165.8219515674998,25.435121407803933,4263.974299475472,K1.5III
Fomalhaut,24.739227835351564,12.761776780006507,1.8660325221773046,8587.326514897997,A3V
Antares,549.6020841306806,10003.583240374617,680.0178309194273,3515.0718020662684,M1.5Iab
Hadar,349.85840398022134,49998.71828587879,8.997233568702034,24979.30083017181,B1III
Deneb,2600.3849852172243,195997.22402582658,203.01037378760626,8495.072256076804,A2Ia
Vega,25.021842852433267,44.096087879563065,2.3915187386743293,9644.280857167912,A0V
Aldebaran,65.0148671399861,520.8330693802092,44.14048104822591,3930.7677184114414,K5III
Acrux,321.0192431558176,24999.47677803858,8.466934582648141,28044.279271635794,B0.5IV
Altair,16.515550441516513,7.453787627075437,1.5490210975388299,7579.282835765471,A7V
Polaris,323.18740651993204,2195.0085355638607,37.413948981624834,6023.522561426781,F7Ib
Capella,42.66191607008856,80.31893393586179,12.053892691975884,4980.589604549405,G8III
Sirius,8.42964716497559,28.766218323597716,1.6216854840949964,9914.722343392266,A1V
Rigel,859.8736693721206,119998.91159177457,78.84757027028947,12090.984442603067,B8Ia
Alnilam,2000.254556921467,53704.6457106366,32.48379461686017,27523.886823836907,B0Ia
Aldebaran,65.12504717981578,513.8024725995764,44.133137893565376,3937.1366939387976,K5III
Mira,417.73968452269605,8702.983016446178,370.0558584338656,2923.256810517708,M7IIIe
Ross 154,9.457219736836048,3.5558108313769368,0.16738653049763086,2757.8244007742705,M3.5V
Fomalhaut,24.94774315643359,19.078458000505698,1.7827045212416661,8578.83278985885,A3V
Mira,418.4800274472216,8699.413953474097,369.91940220002334,2882.169873058536,M7IIIe
Alnilam,1999.9722500667908,53695.46342027454,32.318443183674674,27519.496419622923,B0Ia
Betelgeuse,642.4314171166554,126001.74686159294,886.9717142807095,3460.211471007395,M2Iab
Procyon,11.232801031989052,11.483008311297528,2.0354606049471995,6531.580696599702,F5IV-V
Mira,417.96038900748766,8697.873320471392,369.9027391626386,2922.151960877924,M7IIIe
Sirius,8.97905760209878,24.461618038155763,1.6208975551577192,9949.850807441388,A1V
Hadar,350.1211769454686,49995.72669531548,9.02310133825602,25047.364915414353,B1III
Procyon,11.734879069041147,11.03453099609397,1.991069283038106,6531.624256212896,F5IV-V
Altair,16.650909255277465,13.984383744732718,1.5937402895793085,7547.85329895543,A7V
Acrux,321.1982673917823,25004.094559395624,8.349207390972214,27983.088895885925,B0.5IV
Alnilam,2000.344809422834,53697.71750208001,32.31687443184585,27454.23278263376,B0Ia
Spica,250.29130895484806,21998.65350042777,7.317585768709005,25365.343642668537,B1III-IV
Spica,249.83597944955196,21995.249403313665,7.30748784703254,25374.52380217647,B1III-IV
Spica,249.6956810552482,21999.44025694579,7.460858219786576,25426.059434160332,B1III-IV
Alpha Centauri B,4.661465963884386,3.6839683429692047,0.8928876028714727,5220.886580357062,K1V
Lalande 21185,8.657942790455385,1.5570754937375668,0.3707991662282603,3415.93622768099,M2.1V
Deneb,2600.203153160722,196001.99383714548,202.99286280603295,8495.151612981792,A2Ia
Acrux,321.12567330882814,24995.384020357043,8.442727449870432,27978.616899027686,B0.5IV
Spica,250.40575521554814,22003.006083358974,7.390872002597096,25449.71317458375,B1III-IV
Altair,16.90978103577815,5.93326550747497,1.6968367572893808,7581.485620502184,A7V
Achernar,143.92295573741418,3151.3800629399616,9.119515925724818,14989.956949574469,B6Vep
Alnilam,1999.9054768769838,53698.01063562469,32.480678048563625,27457.356767249177,B0Ia
Canopus,310.25752765758386,10500.535791916333,71.05510034800109,7303.50967447793,A9II
Regulus,78.60906106487893,291.3198765189602,3.2265577133066277,12501.522893637833,B7V
Capella,42.90883268003728,81.73207831773567,11.95953655943859,4987.631565952726,G8III
Rigil Kentaurus,4.00631598035014,4.719480891220876,1.2336490462319623,5806.306504209014,G2V
Altair,16.673538512166857,11.923057499670024,1.5699737742172752,7536.608049164217,A7V
Deneb,2600.054111698248,196004.85408062232,203.02271485552896,8502.296032890257,A2Ia
Betelgeuse,642.7132328379636,126004.80652062806,887.0593271335669,3536.7368905754315,M2Iab
Betelgeuse,642.9734496672988,126004.17804606361,886.9783661577184,3499.5535257170536,M2Iab
Sirius,8.910964990477838,27.883155142457618,1.7900438700764771,9937.999676579542,A1V
Alpha Centauri B,4.191178428095684,-0.19486962752822584,0.8756903221903196,5265.168219988585,K1V
Bellatrix,239.74665869272962,6400.045563495309,5.79273451209337,22596.63758448558,B2III
Lalande 21185,8.600332846394044,4.389365061208859,0.3263580201334272,3446.85565285417,M2.1V
Acrux,320.74846067676384,24999.882212098993,8.314309807986174,28023.155964798407,B0.5IV
Hadar,349.54803179030006,50003.437434998974,8.905896631554882,24972.673323377327,B1III
Polaris,323.2942868029988,2197.3393508229037,37.5741331642113,6052.715168871659,F7Ib
Altair,17.031047210189243,9.420447881017374,1.5648288866042455,7556.190476558557,A7V
Acrux,321.0172738889805,25000.175523659404,8.36681531774404,28020.75528329591,B0.5IV
Polaris,322.63039128938027,2202.3045046501984,37.450291693135405,6035.256993173695,F7Ib
Capella,42.42640506726292,78.6261618921119,11.92288120798912,4945.1586956174515,G8III
Polaris,323.25830287505704,2203.005803953794,37.53316120937322,6007.279091506018,F7Ib
Bellatrix,240.11729164012903,6401.703522703113,5.712638150016882,22610.104644796527,B2III
Altair,16.334612838722375,5.9053618375212995,1.585493732123344,7543.984771238739,A7V
Spica,249.95600945257033,21997.27514055534,7.485745901146536,25412.277818674906,B1III-IV
Vega,24.796722904603456,38.83227073761078,2.2863451208184915,9558.280287121293,A0V
Arcturus,37.0649256344522,169.13451268871574,25.374591218678557,4262.121427943406,K1.5III
Castor,51.657170460932534,59.20488222648442,2.357942572148126,10292.861659151447,A1V
Alpha Centauri B,4.604116282070338,4.336677893186863,0.8123240933578639,5230.1800654952885,K1V
Procyon,11.811384418414272,5.556790524669831,2.070303770670327,6555.208745181177,F5IV-V
Betelgeuse,642.6457930899971,125998.30283452646,886.9683219489082,3536.3317895746136,M2Iab
Lalande 21185,8.552871356637239,3.3547011813311096,0.3359750207028117,3385.261827154311,M2.1V
Hadar,349.70525337779173,50004.815878851376,9.058875243596658,25045.681712395777,B1III
Rigel,860.3299817159254,119999.15795806011,78.95886969049536,12124.52692305495,B8Ia
Alnilam,2000.2311498588906,53703.68232367893,32.37988024091837,27531.724512773984,B0Ia
Wolf 359,8.117918695659103,0.24450376398123416,0.08813317525933075,2763.1290458119993,M6V
Altair,17.126532940989705,13.81675388246157,1.565304550524819,7539.0160871515645,A7V
Altair,16.841284457536943,7.6601003734060775,1.6669078313100163,7596.29125205924,A7V
Regulus,79.46905039034043,291.53808793659346,3.1693667465692688,12485.81487661987,B7V
Achernar,143.96369643781577,3153.448869022427,9.122215036720787,14983.057034916466,B6Vep
Altair,16.73976423176716,14.245027690727097,1.665819170309692,7582.813277293578,A7V
Castor,52.33739487109884,52.38529121936184,2.367909461519737,10332.886399058902,A1V
Ross 154,10.114346873131268,-1.8722454742468062,0.20208478365559165,2826.6630933667043,M3.5V
Polaris,322.502155570597,2203.051863296195,37.46675410216605,6014.489149122259,F7Ib
Arcturus,36.501673392977565,165.95913679819427,25.45174904528886,4305.298558387129,K1.5III
Aldebaran,64.9102918076204,515.8831436751786,44.20349553455149,3941.025871305458,K5III
Antares,550.0793115802902,9998.673327093757,679.9796032077534,3495.8089900134005,M1.5Iab
Ross 154,9.48114273199893,1.5629475832181847,0.26290790952216525,2842.720811632883,M3.5V
Lalande 21185,8.326995952783522,-3.116117283278311,0.39766711699356744,3425.2194804264423,M2.1V
Capella,43.18977231526731,78.15928520691827,11.953867400157446,4910.84162406762,G8III
Rigil Kentaurus,4.684740783845968,0.4820732837390491,1.250155333192906,5790.563085966682,G2V
Hadar,349.9265432643831,49997.88363907442,9.083568824870753,25014.23536538512,B1III
Procyon,11.853186614150347,4.568259386078665,2.0789873441417757,6529.710106429497,F5IV-V
Bellatrix,240.38937400299514,6400.6876528621815,5.771479476204662,22641.471075444053,B2III
Rigel,860.351094890128,120000.67143455558,78.97709526344825,12107.15853245105,B8Ia
Capella,42.62172687540109,82.18179589209237,11.941025047642833,4961.113619150101,G8III
Canopus,309.85247308584013,10495.295032892276,70.99857709558052,7374.061556326981,A9II
Arcturus,36.60944251909364,166.92216610675578,25.322127050604966,4246.36678371611,K1.5III
Deneb,2599.531004708632,196000.71131056777,203.08998579556487,8566.459428182321,A2Ia
Rigil Kentaurus,4.009178210050658,4.52095272104491,1.225897996978761,5743.205315695931,G2V
Alnilam,2000.0469500959857,53704.55022172194,32.42516404981663,27472.24734094678,B0Ia
Fomalhaut,25.376635374231352,15.012057956491532,1.9018628466940786,8587.252624053881,A3V
Mira,418.2183952968461,8704.780649511065,370.07442661072827,2925.39207629807,M7IIIe
Betelgeuse,642.6088452768547,126002.55580263575,886.9641939292504,3486.421808766696,M2Iab
Rigil Kentaurus,4.472942767831179,6.4969976740702755,1.1768595687999464,5809.065322818583,G2V
Barnard's Star,6.0359771357513825,2.7849267342360386,0.23446086063726881,3175.6029186098235,M4Ve
Canopus,310.2172670982593,10496.355536592739,71.0677688332974,7352.898512667379,A9II
Barnard's Star,5.46425033457099,3.1016816563223246,0.2897915498142176,3088.0600118494194,M4Ve
Polaris,322.5390777157187,2202.7485906334337,37.47237729970524,6054.799748479425,F7Ib
Ross 154,9.907428254444897,-1.7548883850025496,0.25020849799005335,2785.3038548882723,M3.5V
Regulus,78.52313741046954,287.59429416197145,3.19325928112728,12437.502387342196,B7V
Achernar,144.31905356616832,3145.0671706093503,9.150569357208825,15016.888543390136,B6Vep
Acrux,320.60318172049745,25004.818724393608,8.344046443485047,27957.206186514268,B0.5IV
Alpha Centauri B,4.233930259760326,0.9539660997456003,0.9556066517851436,5229.85412918169,K1V
Arcturus,36.4667172645417,173.39296258557283,25.351421298413634,4262.2214543702285,K1.5III
Canopus,309.5953487649189,10501.356418248894,71.02409390389981,7383.247694715101,A9II
Betelgeuse,642.8715692674214,126000.7909588918,887.0942541887144,3534.3458759812875,M2Iab
Mira,418.17093478352064,8699.459630086449,369.9191649407296,2912.8614788628884,M7IIIe
Deneb,2599.843961974584,196001.81828846314,202.9318394997477,8493.781820782286,A2Ia
Procyon,11.633141363707045,4.578402287038895,2.0471210918287834,6500.1494809750775,F5IV-V
Alnilam,2000.176215815057,53700.02445566662,32.328478244473274,27452.842914880956,B0Ia
Lalande 21185,8.16476186236918,-1.5287605534413269,0.43420345284398065,3409.3499687450135,M2.1V
Altair,16.30343825476463,9.448611058586202,1.5697965761324495,7560.184538579161,A7V
Alpha Centauri B,4.603151026770734,-1.7646167713238146,0.9363487436919333,5241.433383120412,K1V
Deneb,2600.1188300320887,196003.7348740918,203.03314552146534,8510.697414640012,A2Ia
Deneb,2599.853939051221,196002.77831016888,202.99038848268452,8517.033344067619,A2Ia
Vega,25.06659451671611,44.65672904821405,2.42044802809996,9569.505040627617,A0V
Arcturus,36.543921553843404,169.2345433964546,25.492741868464453,4243.105647278277,K1.5III
Deneb,2599.6087383328495,195999.36817978608,203.07130390051958,8502.019466565263,A2Ia
Betelgeuse,642.5531284859233,126003.277178296,887.045921394874,3513.514299267463,M2Iab
Capella,43.24996496461586,74.3084242293209,11.94513010156456,4913.438632006412,G8III
Canopus,309.75776637760686,10501.282994165453,70.93329994232798,7333.1073847363505,A9II
Wolf 359,7.4945134846058155,-0.5237519388581489,0.25076987305386367,2830.7174304554483,M6V
Mira,417.69434190620393,8695.76542169597,370.07166136037114,2917.612989328211,M7IIIe
Lalande 21185,8.268111532689437,0.4066786400028192,0.40391327021532425,3424.134208606245,M2.1V
Hadar,349.74627308407605,49999.43621440881,9.069477468347682,24977.196252884776,B1III
Castor,52.15011540693591,58.00481211390884,2.315381159248808,10252.300788503715,A1V
Betelgeuse,642.5688338268451,126001.59526536078,887.0415508127494,3523.3700224726635,M2Iab
Alpha Centauri B,3.927727273120638,2.3798778547511135,0.9533430209824598,5297.158921328318,K1V
Procyon,11.729222953510117,10.41549792084328,2.1142320530955607,6500.799566238323,F5IV-V
Polaris,322.5304351797596,2198.062243311905,37.43978024422336,6006.5384310582685,F7Ib
Altair,16.817757811872315,6.6168551339155055,1.6208417286066443,7535.477776374925,A7V
Bellatrix,239.8107170031412,6403.26717033482,5.7992031692434605,22577.65870176337,B2III
Betelgeuse,642.7606943182192,125996.53351669671,887.0894835356495,3541.5852076801953,M2Iab
Altair,16.775344887638514,13.692070293109474,1.602312150664671,7522.863573759096,A7V
Achernar,144.42696352608482,3149.043659334665,9.244538986323182,15004.67745453246,B6Vep
Hadar,350.28250752481273,50001.855266313454,8.913280385213783,25008.776305248775,B1III
Capella,43.26898110439547,83.53213620184849,12.060003732156051,4895.714239351671,G8III
Alpha Centauri B,4.500100880129606,-1.8675040449466291,0.7769871816361916,5279.807556255891,K1V
Alnilam,1999.8010468906077,53702.72472446624,32.463760926207456,27494.18077728759,B0Ia
Sirius,8.95764006062001,29.619564748597867,1.6328596476650405,9911.392753647751,A1V
Fomalhaut,25.395341516452056,20.46915048265418,1.8475953691018931,8588.479248186732,A3V
Barnard's Star,5.754938969408459,0.5782857917849586,0.18295040783606675,3110.132292246199,M4Ve
Sirius,8.22699804145759,26.254898678554593,1.7230777808471107,9956.238735550362,A1V
Wolf 359,7.573447101024423,4.928126803872541,0.18973704255580687,2812.869725284097,M6V
Acrux,320.5859634991353,25001.511998910722,8.324294583067696,27961.78016959039,B0.5IV
Regulus,79.02170301809184,290.58102691030575,3.2233778958160197,12465.249997728437,B7V
Sirius,8.581163580860268,23.56576836319067,1.6754102483016422,9936.119303434922,A1V
Castor,51.96002579241676,50.77458294296149,2.363595863350619,10343.780169200643,A1V
Capella,43.15465762520267,80.9564806125028,12.046502747044403,4890.416640335966,G8III
Hadar,350.48265904666846,49995.66255771765,8.963173673367711,25015.409494276384,B1III
Canopus,309.93058315209595,10499.156949397066,70.92521212934165,7306.052369323466,A9II
Rigil Kentaurus,4.75762801578623,0.12499315368356068,1.1474521060199832,5791.391749396839,G2V
Capella,42.647659674923545,75.85204596899882,12.091994996552842,4977.384391917685,G8III
Acrux,320.9124461243215,25003.204339520365,8.45626281869077,27970.08159580839,B0.5IV
Altair,16.962965725071445,12.700496302235546,1.5603313212736145,7527.007991164982,A7V
Lalande 21185,8.383258213157267,-0.9381894217595698,0.34721305721875617,3396.163555406511,M2.1V
Ross 154,9.979598917012972,4.882884323074658,0.18689670825937352,2801.7091492916584,M3.5V
Altair,16.305159249689783,10.12400801898782,1.699514766741106,7561.924913177847,A7V
Procyon,11.221180880093733,4.454008562762063,1.9686260827440123,6490.797977413512,F5IV-V
Altair,16.428114807916586,7.5188985941992765,1.6910536041439572,7548.1924994307965,A7V
Acrux,321.40395624936485,25001.131958554575,8.376409823466476,28024.705497539097,B0.5IV
Arcturus,36.23103318743993,172.6283509663686,25.45824500567212,4311.320939071334,K1.5III
Procyon,11.099357364573127,4.0461929323360755,2.10801567334089,6548.53488183696,F5IV-V
Hadar,349.9233971467892,50003.184457837844,9.089940136231116,25035.76929921509,B1III
Hadar,350.1548367045636,49996.93606004356,9.039185399576763,25033.689212790745,B1III
Polaris,322.93613956377834,2203.945872499883,37.526683022101565,5966.658386402887,F7Ib
Betelgeuse,642.3796736220082,126000.56704612002,887.0961516152369,3491.8362157548445,M2Iab
Altair,16.650873710554336,6.046501288662712,1.5882140757870844,7514.631409637324,A7V
